,index,NOC,Year,Season,Host,athlete_count,Population,GDP per capita,Gold,Silver,Bronze,country_medal_total,olympic_total,medal_share
1294,3242,STP,2016,Summer,0,3,203221.0,3624.0,0.0,0.0,0.0,0.0,957.0,0.0
1295,3254,SUD,2016,Summer,0,6,39847433.0,3651.0,0.0,0.0,0.0,0.0,957.0,0.0
1296,3305,SUI,2016,Summer,0,123,8373338.0,59662.0,3.0,2.0,2.0,7.0,957.0,0.0073145245559038665
1297,3329,SVK,2016,Summer,0,57,5430798.0,25364.0,2.0,2.0,0.0,4.0,957.0,0.0041797283176593526
1298,3379,SWE,2016,Summer,0,104,9923085.0,44659.0,2.0,6.0,3.0,11.0,957.0,0.011494252873563218
1299,3390,SWZ,2016,Summer,0,2,1113994.0,7881.0,0.0,0.0,0.0,0.0,957.0,0.0
1300,3403,SYR,2016,Summer,0,7,17465567.0,3091.0,0.0,0.0,0.0,0.0,957.0,0.0
1301,3416,TAN,2016,Summer,0,7,53049231.0,2660.0,0.0,0.0,0.0,0.0,957.0,0.0
1302,3477,THA,2016,Summer,0,55,68971313.0,15454.0,2.0,2.0,2.0,6.0,957.0,0.006269592476489028
1303,3487,TJK,2016,Summer,0,7,8663575.0,3991.0,1.0,0.0,0.0,1.0,957.0,0.0010449320794148381
1304,3493,TKM,2016,Summer,0,9,5662371.0,23813.0,0.0,0.0,0.0,0.0,957.0,0.0
1305,3509,TOG,2016,Summer,0,5,7509952.0,1400.0,0.0,0.0,0.0,0.0,957.0,0.0
1306,3554,TTO,2016,Summer,0,34,1377563.0,29178.0,0.0,0.0,1.0,1.0,957.0,0.0010449320794148381
1307,3568,TUN,2016,Summer,0,50,11303942.0,11073.0,0.0,0.0,3.0,3.0,957.0,0.003134796238244514
1308,3607,TUR,2016,Summer,0,115,79827868.0,17906.0,1.0,3.0,4.0,8.0,957.0,0.008359456635318705
1309,3619,UAE,2016,Summer,0,12,9360975.0,75876.0,0.0,0.0,1.0,1.0,957.0,0.0010449320794148381
1310,3635,UGA,2016,Summer,0,23,39649173.0,1980.0,0.0,0.0,0.0,0.0,957.0,0.0
1311,3647,UKR,2016,Summer,0,231,45004673.0,9214.0,2.0,5.0,4.0,11.0,957.0,0.011494252873563218
1312,3738,USA,2016,Summer,0,497,323071755.0,53015.0,46.0,37.0,38.0,121.0,957.0,0.12643678160919541
1313,3750,UZB,2016,Summer,0,79,31847900.0,10381.0,4.0,2.0,7.0,13.0,957.0,0.013584117032392894
1314,3781,VEN,2016,Summer,0,96,29851249.0,15219.0,0.0,2.0,1.0,3.0,957.0,0.003134796238244514
1315,3790,VIE,2016,Summer,0,28,93640435.0,6062.0,1.0,1.0,0.0,2.0,957.0,0.0020898641588296763
1316,3814,YEM,2016,Summer,0,3,27168210.0,2506.0,0.0,0.0,0.0,0.0,957.0,0.0
1317,3858,ZAM,2016,Summer,0,7,16363449.0,3479.0,0.0,0.0,0.0,0.0,957.0,0.0
1318,3872,ZIM,2016,Summer,0,15,14030338.0,1534.0,0.0,0.0,0.0,0.0,957.0,0.0
1319,30,ALB,1992,Summer,0,9,3247039.0,2841.77,0.0,0.0,0.0,0.0,687.0,0.0
1320,46,ALG,1992,Summer,0,27,27028330.0,4850.22,1.0,0.0,1.0,2.0,687.0,0.002911208151382824
1321,80,ANG,1992,Summer,0,32,12657361.0,1389.33,0.0,0.0,0.0,0.0,687.0,0.0
1322,127,ARG,1992,Summer,0,84,33529320.0,12267.08,0.0,0.0,1.0,1.0,687.0,0.001455604075691412
1323,202,AUS,1992,Summer,0,267,17495000.0,27560.18,7.0,9.0,11.0,27.0,687.0,0.039301310043668124
1324,252,AUT,1992,Summer,0,98,7840709.0,28072.44,0.0,2.0,0.0,2.0,687.0,0.002911208151382824
1325,295,BAN,1992,Summer,0,6,107983708.0,1062.46,0.0,0.0,0.0,0.0,687.0,0.0
1326,307,BAR,1992,Summer,0,19,262890.0,11427.27,0.0,0.0,0.0,0.0,687.0,0.0
1327,353,BEL,1992,Summer,0,90,10045158.0,28199.57,0.0,1.0,2.0,3.0,687.0,0.004366812227074236
1328,371,BEN,1992,Summer,0,7,5331805.0,1790.53,0.0,0.0,0.0,0.0,687.0,0.0
1329,412,BIH,1992,Summer,0,13,4233673.0,3830.22,0.0,0.0,0.0,0.0,687.0,0.0
1330,464,BOL,1992,Summer,0,18,7160917.0,3592.14,0.0,0.0,0.0,0.0,687.0,0.0
1331,475,BOT,1992,Summer,0,6,1363541.0,5733.63,0.0,0.0,0.0,0.0,687.0,0.0
1332,498,BRA,1992,Summer,0,167,154259382.0,7812.79,2.0,1.0,0.0,3.0,687.0,0.004366812227074236
1333,516,BRN,1992,Summer,0,12,523082.0,7993.89,0.0,0.0,0.0,0.0,687.0,0.0
1334,517,BRN,1992,Summer,0,12,273888.0,7993.89,0.0,0.0,0.0,0.0,687.0,0.0
1335,560,BUL,1992,Summer,0,209,8540164.0,7846.12,3.0,7.0,6.0,16.0,687.0,0.023289665211062592
1336,576,BUR,1992,Summer,0,4,9297110.0,1264.99,0.0,0.0,0.0,0.0,687.0,0.0
1337,586,CAF,1992,Summer,0,18,2959236.0,965.19,0.0,0.0,0.0,0.0,687.0,0.0
1338,637,CAN,1992,Summer,0,341,28371264.0,29141.19,7.0,4.0,7.0,18.0,687.0,0.026200873362445413
1339,680,CHA,1992,Summer,0,7,6356741.0,698.74,0.0,0.0,0.0,0.0,687.0,0.0
1340,724,CHI,1992,Summer,0,14,142006.0,11773.3,0.0,0.0,0.0,0.0,687.0,0.0
1341,725,CHI,1992,Summer,0,14,13719818.0,11773.3,0.0,0.0,0.0,0.0,687.0,0.0
1342,761,CHN,1992,Summer,0,314,1164970000.0,3227.74,16.0,22.0,16.0,54.0,687.0,0.07860262008733625
1343,781,CIV,1992,Summer,0,11,12812428.0,2011.57,0.0,0.0,0.0,0.0,687.0,0.0
1344,795,CMR,1992,Summer,0,9,12499499.0,1754.25,0.0,0.0,0.0,0.0,687.0,0.0
1345,806,COD,1992,Summer,0,16,37333917.0,656.69,0.0,0.0,0.0,0.0,687.0,0.0
1346,834,COL,1992,Summer,0,38,34422568.0,7888.11,0.0,0.0,1.0,1.0,687.0,0.001455604075691412
1347,865,CRC,1992,Summer,0,20,3286525.0,8038.77,0.0,0.0,0.0,0.0,687.0,0.0
1348,875,CRO,1992,Summer,0,39,4575818.0,9331.89,0.0,1.0,2.0,3.0,687.0,0.004366812227074236
1349,904,CUB,1992,Summer,0,121,10736386.0,3399.96,14.0,6.0,11.0,31.0,687.0,0.04512372634643377
1350,917,CYP,1992,Summer,0,18,800610.0,16570.4,0.0,0.0,0.0,0.0,687.0,0.0
1351,970,DEN,1992,Summer,0,98,5171370.0,30573.57,1.0,1.0,4.0,6.0,687.0,0.008733624454148471
1352,986,DJI,1992,Summer,0,8,615050.0,2141.63,0.0,0.0,0.0,0.0,687.0,0.0
1353,1006,DOM,1992,Summer,0,13,7408339.0,4185.41,0.0,0.0,0.0,0.0,687.0,0.0
1354,1020,ECU,1992,Summer,0,15,10716131.0,6715.47,0.0,0.0,0.0,0.0,687.0,0.0
1355,1042,EGY,1992,Summer,0,37,58666812.0,4338.95,0.0,0.0,0.0,0.0,687.0,0.0
1356,1059,ESA,1992,Summer,0,6,5416327.0,3750.52,0.0,0.0,0.0,0.0,687.0,0.0
1357,1094,ESP,1992,Summer,1,342,39157685.0,20329.17,13.0,7.0,2.0,22.0,687.0,0.03202328966521106
1358,1115,EST,1992,Summer,0,39,1533091.0,13214.39,1.0,0.0,1.0,2.0,687.0,0.002911208151382824
1359,1135,ETH,1992,Summer,0,21,51423591.0,708.37,1.0,0.0,2.0,3.0,687.0,0.004366812227074236
1360,1197,FIN,1992,Summer,0,111,5041992.0,24219.76,1.0,2.0,2.0,5.0,687.0,0.00727802037845706
1361,1248,FRA,1992,Summer,0,340,58851216.0,28619.8,8.0,5.0,16.0,29.0,687.0,0.042212518195050945
1362,1281,GAB,1992,Summer,0,5,1002573.0,8194.5,0.0,0.0,0.0,0.0,687.0,0.0
1363,1290,GAM,1992,Summer,0,5,1027476.0,1391.41,0.0,0.0,0.0,0.0,687.0,0.0
1364,1334,GBR,1992,Summer,0,388,57580402.0,25790.18,5.0,3.0,12.0,20.0,687.0,0.02911208151382824
1365,1379,GEQ,1992,Summer,0,8,447269.0,2690.63,0.0,0.0,0.0,0.0,687.0,0.0
1366,1406,GER,1992,Summer,0,465,80624598.0,27385.06,33.0,21.0,28.0,82.0,687.0,0.11935953420669577
1367,1427,GHA,1992,Summer,0,18,15653345.0,1771.6,0.0,0.0,1.0,1.0,687.0,0.001455604075691412
1368,1468,GRE,1992,Summer,0,61,10399061.0,16545.96,2.0,0.0,0.0,2.0,687.0,0.002911208151382824
1369,1500,GUA,1992,Summer,0,32,9544055.0,5303.6,0.0,0.0,0.0,0.0,687.0,0.0
1370,1511,GUI,1992,Summer,0,11,6716032.0,833.23,0.0,0.0,0.0,0.0,687.0,0.0
1371,1553,HAI,1992,Summer,0,8,7319491.0,1535.97,0.0,0.0,0.0,0.0,687.0,0.0
1372,1569,HKG,1992,Summer,0,52,5800500.0,30202.54,0.0,0.0,0.0,0.0,687.0,0.0
1373,1584,HON,1992,Summer,0,27,5244677.0,3094.55,0.0,0.0,0.0,0.0,687.0,0.0
1374,1627,HUN,1992,Summer,0,271,10369341.0,9153.92,11.0,12.0,7.0,30.0,687.0,0.043668122270742356
1375,1649,INA,1992,Summer,0,38,187739786.0,4536.41,2.0,2.0,1.0,5.0,687.0,0.00727802037845706
1376,1677,IND,1992,Summer,0,41,909307018.0,2115.26,0.0,0.0,0.0,0.0,687.0,0.0
1377,1736,IRL,1992,Summer,0,63,3558430.0,20032.72,1.0,1.0,0.0,2.0,687.0,0.002911208151382824
1378,1756,IRQ,1992,Summer,0,8,18402740.0,2046.18,0.0,0.0,0.0,0.0,687.0,0.0
1379,1787,ISL,1992,Summer,0,17,261057.0,26859.28,0.0,0.0,0.0,0.0,687.0,0.0
1380,1810,ISR,1992,Summer,0,42,5123000.0,21531.6,0.0,1.0,1.0,2.0,687.0,0.002911208151382824
1381,1878,ITA,1992,Summer,0,300,56797087.0,26960.61,6.0,5.0,8.0,19.0,687.0,0.027656477438136828
1382,1914,JAM,1992,Summer,0,37,2461047.0,6292.03,0.0,3.0,1.0,4.0,687.0,0.005822416302765648
1383,1930,JOR,1992,Summer,0,5,3977667.0,6456.12,0.0,0.0,0.0,0.0,687.0,0.0
1384,1965,JPN,1992,Summer,0,297,124425000.0,30977.81,3.0,8.0,11.0,22.0,687.0,0.03202328966521106
1385,1998,KEN,1992,Summer,0,51,25326080.0,1724.87,2.0,4.0,2.0,8.0,687.0,0.011644832605531296
1386,2044,KOR,1992,Summer,0,208,43747962.0,15712.0,12.0,5.0,12.0,29.0,687.0,0.042212518195050945
1387,2063,KSA,1992,Summer,0,15,17282686.0,17905.28,0.0,0.0,0.0,0.0,687.0,0.0
1388,2084,LAO,1992,Summer,0,7,4500346.0,1563.91,0.0,0.0,0.0,0.0,687.0,0.0
1389,2098,LAT,1992,Summer,0,37,2614338.0,9411.2,0.0,2.0,1.0,3.0,687.0,0.004366812227074236
1390,2115,LBA,1992,Summer,0,5,4650896.0,6113.35,0.0,0.0,0.0,0.0,687.0,0.0
1391,2144,LES,1992,Summer,0,8,1782284.0,1914.62,0.0,0.0,0.0,0.0,687.0,0.0
1392,2222,LTU,1992,Summer,0,51,3700114.0,10240.94,1.0,0.0,1.0,2.0,687.0,0.002911208151382824
1393,2257,LUX,1992,Summer,0,8,392175.0,39231.59,0.0,0.0,0.0,0.0,687.0,0.0
1394,2274,MAD,1992,Summer,0,16,12301338.0,1152.65,0.0,0.0,0.0,0.0,687.0,0.0
1395,2294,MAR,1992,Summer,0,27,25711410.0,4194.45,1.0,1.0,1.0,3.0,687.0,0.004366812227074236
1396,2310,MAS,1992,Summer,0,12,19002660.0,9383.93,0.0,0.0,1.0,1.0,687.0,0.001455604075691412
1397,2320,MAW,1992,Summer,0,4,9685974.0,802.93,0.0,0.0,0.0,0.0,687.0,0.0
1398,2366,MEX,1992,Summer,0,100,87075136.0,10262.21,0.0,1.0,0.0,1.0,687.0,0.001455604075691412
1399,2390,MGL,1992,Summer,0,35,2243495.0,1841.01,0.0,0.0,2.0,2.0,687.0,0.002911208151382824
1400,2424,MLI,1992,Summer,0,6,8850334.0,1115.41,0.0,0.0,0.0,0.0,687.0,0.0
1401,2440,MLT,1992,Summer,0,8,367618.0,14341.3,0.0,0.0,0.0,0.0,687.0,0.0
1402,2486,MOZ,1992,Summer,0,7,13805999.0,1482.42,0.0,0.0,0.0,0.0,687.0,0.0
1403,2495,MRI,1992,Summer,0,18,1084441.0,12002.38,0.0,0.0,0.0,0.0,687.0,0.0
1404,2504,MTN,1992,Summer,0,6,2142645.0,1559.9,0.0,0.0,0.0,0.0,687.0,0.0
1405,2521,MYA,1992,Summer,0,5,42401686.0,1283.83,0.0,0.0,0.0,0.0,687.0,0.0
1406,2528,NAM,1992,Summer,0,10,1516951.0,5532.67,0.0,2.0,0.0,2.0,687.0,0.002911208151382824
1407,2541,NCA,1992,Summer,0,9,4364514.0,2163.42,0.0,0.0,0.0,0.0,687.0,0.0
1408,2581,NED,1992,Summer,0,152,15184166.0,28555.73,2.0,6.0,7.0,15.0,687.0,0.021834061135371178
1409,2602,NEP,1992,Summer,0,2,19938322.0,1374.66,0.0,0.0,0.0,0.0,687.0,0.0
1410,2623,NGR,1992,Summer,0,43,100161708.0,1793.94,0.0,3.0,1.0,4.0,687.0,0.005822416302765648
1411,2635,NIG,1992,Summer,0,3,8566773.0,785.26,0.0,0.0,0.0,0.0,687.0,0.0
1412,2677,NOR,1992,Summer,0,82,4286401.0,33041.21,2.0,4.0,1.0,7.0,687.0,0.010189228529839884
1413,2722,NZL,1992,Summer,0,109,3531700.0,21093.06,1.0,4.0,5.0,10.0,687.0,0.01455604075691412
1414,2738,OMA,1992,Summer,0,5,1983272.0,12251.16,0.0,0.0,0.0,0.0,687.0,0.0
1415,2755,PAK,1992,Summer,0,12,113911126.0,2732.38,0.0,0.0,1.0,1.0,687.0,0.001455604075691412
1416,2774,PAN,1992,Summer,0,7,2575949.0,8148.63,0.0,0.0,0.0,0.0,687.0,0.0
1417,2786,PAR,1992,Summer,0,14,4445019.0,5186.56,0.0,0.0,0.0,0.0,687.0,0.0
1418,2807,PER,1992,Summer,0,19,22966822.0,4698.48,0.0,1.0,0.0,1.0,687.0,0.001455604075691412
1419,2832,PHI,1992,Summer,0,35,65020124.0,3399.24,0.0,0.0,1.0,1.0,687.0,0.001455604075691412
1420,2892,POL,1992,Summer,0,198,38363667.0,7873.92,3.0,6.0,10.0,19.0,687.0,0.027656477438136828
1421,2925,POR,1992,Summer,0,94,9952494.0,18598.53,0.0,0.0,0.0,0.0,687.0,0.0
1422,2944,PRK,1992,Summer,0,110,20937407.0,2120.55,4.0,0.0,5.0,9.0,687.0,0.013100436681222707
1423,2968,PUR,1992,Summer,0,72,3585176.0,18290.73,0.0,0.0,1.0,1.0,687.0,0.001455604075691412
1424,2980,QAT,1992,Summer,0,11,495403.0,15042.12,0.0,0.0,1.0,1.0,687.0,0.001455604075691412
1425,3017,ROU,1992,Summer,0,238,22794284.0,4818.3,4.0,6.0,8.0,18.0,687.0,0.026200873362445413
1426,3044,RSA,1992,Summer,0,121,38672611.0,5901.98,0.0,2.0,0.0,2.0,687.0,0.002911208151382824
1427,3074,RWA,1992,Summer,0,10,6702239.0,1301.69,0.0,0.0,0.0,0.0,687.0,0.0
1428,3105,SEN,1992,Summer,0,22,7990090.0,1942.93,0.0,0.0,0.0,0.0,687.0,0.0
1429,3118,SEY,1992,Summer,0,21,70763.0,9304.81,0.0,0.0,0.0,0.0,687.0,0.0
1430,3134,SGP,1992,Summer,0,35,3230698.0,24775.57,0.0,0.0,0.0,0.0,687.0,0.0
1431,3151,SLE,1992,Summer,0,12,4347727.0,1354.97,0.0,0.0,0.0,0.0,687.0,0.0
1432,3158,SLO,1992,Summer,0,41,1996498.0,15462.71,0.0,0.0,2.0,2.0,687.0,0.002911208151382824
1433,3229,SRI,1992,Summer,0,16,17736827.0,4020.97,0.0,0.0,0.0,0.0,687.0,0.0
1434,3248,SUD,1992,Summer,0,7,21696240.0,1336.05,0.0,0.0,0.0,0.0,687.0,0.0
1435,3292,SUI,1992,Summer,0,147,6875364.0,34356.8,1.0,0.0,0.0,1.0,687.0,0.001455604075691412
1436,3366,SWE,1992,Summer,0,169,8668067.0,27198.53,1.0,7.0,4.0,12.0,687.0,0.017467248908296942
1437,3383,SWZ,1992,Summer,0,10,866995.0,3901.4,0.0,0.0,0.0,0.0,687.0,0.0
1438,3397,SYR,1992,Summer,0,9,13187669.0,10002.28,0.0,0.0,0.0,0.0,687.0,0.0
1439,3410,TAN,1992,Summer,0,9,26961204.0,895.48,0.0,0.0,0.0,0.0,687.0,0.0
1440,3468,THA,1992,Summer,0,49,57811025.0,8409.02,0.0,0.0,1.0,1.0,687.0,0.001455604075691412
1441,3502,TOG,1992,Summer,0,6,3945902.0,1181.87,0.0,0.0,0.0,0.0,687.0,0.0
1442,3545,TTO,1992,Summer,0,10,1236685.0,14195.95,0.0,0.0,0.0,0.0,687.0,0.0
1443,3562,TUN,1992,Summer,0,14,8613855.0,5789.96,0.0,0.0,0.0,0.0,687.0,0.0
1444,3594,TUR,1992,Summer,0,50,55748946.0,9150.43,2.0,2.0,2.0,6.0,687.0,0.008733624454148471
1445,3613,UAE,1992,Summer,0,24,2052892.0,0.0,0.0,0.0,0.0,0.0,687.0,0.0
1446,3629,UGA,1992,Summer,0,9,18561668.0,934.83,0.0,0.0,0.0,0.0,687.0,0.0
1447,3725,USA,1992,Summer,0,530,256514000.0,37240.3,37.0,34.0,37.0,108.0,687.0,0.1572052401746725
1448,3771,VEN,1992,Summer,0,28,20557694.0,14901.62,0.0,0.0,0.0,0.0,687.0,0.0
1449,3784,VIE,1992,Summer,0,10,70883488.0,1792.67,0.0,0.0,0.0,0.0,687.0,0.0
1450,3808,YEM,1992,Summer,0,8,12954157.0,3759.72,0.0,0.0,0.0,0.0,687.0,0.0
1451,3852,ZAM,1992,Summer,0,11,8451346.0,1308.85,0.0,0.0,0.0,0.0,687.0,0.0
1452,3865,ZIM,1992,Summer,0,27,10900511.0,1971.45,0.0,0.0,0.0,0.0,687.0,0.0
1453,32,ALB,2000,Summer,0,5,3089027.0,4808.48,0.0,0.0,0.0,0.0,911.0,0.0
1454,49,ALG,2000,Summer,0,47,31042238.0,6834.55,1.0,1.0,3.0,5.0,911.0,0.005488474204171241
1455,82,ANG,2000,Summer,0,18,16395477.0,2013.64,0.0,0.0,0.0,0.0,911.0,0.0
1456,132,ARG,2000,Summer,0,108,36870796.0,14368.94,0.0,2.0,2.0,4.0,911.0,0.0043907793633369925
1457,144,ARM,2000,Summer,0,26,3069597.0,5139.83,0.0,0.0,1.0,1.0,911.0,0.0010976948408342481
1458,207,AUS,2000,Summer,1,489,19153000.0,36603.05,16.0,25.0,17.0,58.0,911.0,0.06366630076838639
1459,257,AUT,2000,Summer,0,90,8011566.0,34796.26,2.0,1.0,0.0,3.0,911.0,0.003293084522502744
1460,268,AZE,2000,Summer,0,32,8048600.0,4214.89,2.0,0.0,1.0,3.0,911.0,0.003293084522502744
1461,297,BAN,2000,Summer,0,6,127657862.0,1485.31,0.0,0.0,0.0,0.0,911.0,0.0
1462,309,BAR,2000,Summer,0,22,271511.0,12600.02,0.0,0.0,1.0,1.0,911.0,0.0010976948408342481
1463,315,BDI,2000,Summer,0,6,6378871.0,739.76,0.0,0.0,0.0,0.0,911.0,0.0
1464,358,BEL,2000,Summer,0,80,10251250.0,33719.77,0.0,2.0,3.0,5.0,911.0,0.005488474204171241
1465,373,BEN,2000,Summer,0,4,6865946.0,1908.94,0.0,0.0,0.0,0.0,911.0,0.0
1466,416,BIH,2000,Summer,0,11,3751176.0,7082.04,0.0,0.0,0.0,0.0,911.0,0.0
1467,440,BLR,2000,Summer,0,201,9979610.0,9110.98,3.0,3.0,11.0,17.0,911.0,0.018660812294182216
1468,467,BOL,2000,Summer,0,5,8418270.0,4173.55,0.0,0.0,0.0,0.0,911.0,0.0
1469,477,BOT,2000,Summer,0,5,1643333.0,8044.14,0.0,0.0,0.0,0.0,911.0,0.0
1470,503,BRA,2000,Summer,0,137,174790339.0,9834.42,0.0,6.0,6.0,12.0,911.0,0.013172338090010977
1471,520,BRN,2000,Summer,0,4,664610.0,17021.72,0.0,0.0,0.0,0.0,911.0,0.0
1472,521,BRN,2000,Summer,0,4,333166.0,17021.72,0.0,0.0,0.0,0.0,911.0,0.0
1473,565,BUL,2000,Summer,0,135,8170172.0,8410.8,5.0,6.0,2.0,13.0,911.0,0.014270032930845226
1474,578,BUR,2000,Summer,0,4,11607951.0,1275.48,0.0,0.0,0.0,0.0,911.0,0.0
1475,588,CAF,2000,Summer,0,3,3640421.0,963.95,0.0,0.0,0.0,0.0,911.0,0.0
1476,597,CAM,2000,Summer,0,4,12155241.0,1659.09,0.0,0.0,0.0,0.0,911.0,0.0
1477,642,CAN,2000,Summer,0,301,30685730.0,36942.56,3.0,3.0,8.0,14.0,911.0,0.015367727771679473
1478,682,CHA,2000,Summer,0,3,8355654.0,716.04,0.0,0.0,0.0,0.0,911.0,0.0
1479,734,CHI,2000,Summer,0,33,148439.0,15211.62,0.0,0.0,1.0,1.0,911.0,0.0010976948408342481
1480,735,CHI,2000,Summer,0,33,15342350.0,15211.62,0.0,0.0,1.0,1.0,911.0,0.0010976948408342481
1481,766,CHN,2000,Summer,0,292,1262645000.0,4730.35,28.0,16.0,14.0,58.0,911.0,0.06366630076838639
1482,783,CIV,2000,Summer,0,12,16454660.0,2352.86,0.0,0.0,0.0,0.0,911.0,0.0
1483,797,CMR,2000,Summer,0,16,15513944.0,1961.09,1.0,0.0,0.0,1.0,911.0,0.0010976948408342481
1484,808,COD,2000,Summer,0,3,47105830.0,414.05,0.0,0.0,0.0,0.0,911.0,0.0
1485,836,COL,2000,Summer,0,49,39629965.0,8496.79,1.0,0.0,0.0,1.0,911.0,0.0010976948408342481
1486,843,COM,2000,Summer,0,2,542358.0,1204.4,0.0,0.0,0.0,0.0,911.0,0.0
1487,849,CPV,2000,Summer,0,2,428178.0,3583.59,0.0,0.0,0.0,0.0,911.0,0.0
1488,868,CRC,2000,Summer,0,9,3962369.0,9319.77,0.0,0.0,2.0,2.0,911.0,0.0021953896816684962
1489,880,CRO,2000,Summer,0,69,4468302.0,13244.54,1.0,0.0,1.0,2.0,911.0,0.0021953896816684962
1490,906,CUB,2000,Summer,0,183,11126423.0,4009.34,11.0,11.0,7.0,29.0,911.0,0.031833150384193196
1491,922,CYP,2000,Summer,0,21,943288.0,22326.8,0.0,0.0,0.0,0.0,911.0,0.0
1492,934,CZE,2000,Summer,0,125,10255063.0,17056.16,2.0,3.0,3.0,8.0,911.0,0.008781558726673985
1493,975,DEN,2000,Summer,0,79,5339616.0,39021.18,2.0,3.0,1.0,6.0,911.0,0.006586169045005488
1494,988,DJI,2000,Summer,0,2,717577.0,1881.0,0.0,0.0,0.0,0.0,911.0,0.0
1495,993,DMA,2000,Summer,0,4,69650.0,5696.96,0.0,0.0,0.0,0.0,911.0,0.0
1496,1008,DOM,2000,Summer,0,13,8471317.0,6788.08,0.0,0.0,0.0,0.0,911.0,0.0
1497,1022,ECU,2000,Summer,0,11,12681123.0,6908.24,0.0,0.0,0.0,0.0,911.0,0.0
1498,1044,EGY,2000,Summer,0,73,68831561.0,6593.53,0.0,0.0,0.0,0.0,911.0,0.0
1499,1061,ESA,2000,Summer,0,10,5887930.0,5403.71,0.0,0.0,0.0,0.0,911.0,0.0
1500,1099,ESP,2000,Summer,0,293,40567864.0,26994.86,3.0,3.0,5.0,11.0,911.0,0.012074643249176729
1501,1120,EST,2000,Summer,0,37,1396985.0,16806.97,1.0,0.0,2.0,3.0,911.0,0.003293084522502744
1502,1137,ETH,2000,Summer,0,27,66224809.0,771.73,4.0,1.0,3.0,8.0,911.0,0.008781558726673985
1503,1202,FIN,2000,Summer,0,81,5176209.0,32689.77,2.0,1.0,1.0,4.0,911.0,0.0043907793633369925
1504,1253,FRA,2000,Summer,0,357,60912500.0,33409.68,13.0,14.0,11.0,38.0,911.0,0.04171240395170143
1505,1283,GAB,2000,Summer,0,6,1228359.0,10637.8,0.0,0.0,0.0,0.0,911.0,0.0
1506,1292,GAM,2000,Summer,0,2,1317708.0,1440.86,0.0,0.0,0.0,0.0,911.0,0.0
1507,1339,GBR,2000,Summer,0,308,58892514.0,31946.04,11.0,10.0,7.0,28.0,911.0,0.030735455543358946
1508,1349,GBS,2000,Summer,0,3,1201305.0,1230.64,0.0,0.0,0.0,0.0,911.0,0.0
1509,1368,GEO,2000,Summer,0,45,4077131.0,4891.66,0.0,0.0,6.0,6.0,911.0,0.006586169045005488
1510,1381,GEQ,2000,Summer,0,4,606180.0,12914.85,0.0,0.0,0.0,0.0,911.0,0.0
1511,1411,GER,2000,Summer,0,390,82211508.0,33367.28,13.0,17.0,26.0,56.0,911.0,0.06147091108671789
1512,1429,GHA,2000,Summer,0,18,19278850.0,2100.29,0.0,0.0,0.0,0.0,911.0,0.0
1513,1473,GRE,2000,Summer,0,144,10805808.0,20965.33,4.0,6.0,3.0,13.0,911.0,0.014270032930845226
1514,1502,GUA,2000,Summer,0,15,11589761.0,5860.27,0.0,0.0,0.0,0.0,911.0,0.0
1515,1513,GUI,2000,Summer,0,6,8240735.0,1046.57,0.0,0.0,0.0,0.0,911.0,0.0
1516,1555,HAI,2000,Summer,0,5,8463802.0,1520.73,0.0,0.0,0.0,0.0,911.0,0.0
1517,1571,HKG,2000,Summer,0,39,6665000.0,32894.01,0.0,0.0,0.0,0.0,911.0,0.0
1518,1587,HON,2000,Summer,0,4,6574510.0,3335.72,0.0,0.0,0.0,0.0,911.0,0.0
1519,1632,HUN,2000,Summer,0,173,10210971.0,13129.27,8.0,6.0,3.0,17.0,911.0,0.018660812294182216
1520,1651,INA,2000,Summer,0,38,211513822.0,5384.39,1.0,3.0,2.0,6.0,911.0,0.006586169045005488
1521,1681,IND,2000,Summer,0,41,1056575548.0,2753.09,0.0,0.0,1.0,1.0,911.0,0.0010976948408342481
1522,1740,IRL,2000,Summer,0,60,3805174.0,38806.5,0.0,1.0,0.0,1.0,911.0,0.0010976948408342481
1523,1758,IRQ,2000,Summer,0,4,23497589.0,3649.49,0.0,0.0,0.0,0.0,911.0,0.0
1524,1792,ISL,2000,Summer,0,29,281205.0,33108.29,0.0,0.0,1.0,1.0,911.0,0.0010976948408342481
1525,1814,ISR,2000,Summer,0,44,6289000.0,26058.84,0.0,0.0,1.0,1.0,911.0,0.0010976948408342481
1526,1883,ITA,2000,Summer,0,298,56942108.0,32716.98,13.0,8.0,13.0,34.0,911.0,0.03732162458836443
1527,1919,JAM,2000,Summer,0,46,2654698.0,6531.28,0.0,6.0,3.0,9.0,911.0,0.009879253567508232
1528,1932,JOR,2000,Summer,0,8,5122495.0,7621.84,0.0,0.0,0.0,0.0,911.0,0.0
1529,1970,JPN,2000,Summer,0,260,126843000.0,33210.81,5.0,8.0,5.0,18.0,911.0,0.019758507135016465
1530,1982,KAZ,2000,Summer,0,127,14883626.0,9309.42,3.0,4.0,0.0,7.0,911.0,0.007683863885839737
1531,2001,KEN,2000,Summer,0,45,31964557.0,1914.89,2.0,3.0,2.0,7.0,911.0,0.007683863885839737
1532,2011,KGZ,2000,Summer,0,59,4898400.0,3246.38,0.0,0.0,1.0,1.0,911.0,0.0010976948408342481
1533,2049,KOR,2000,Summer,0,208,47008111.0,23108.02,8.0,10.0,10.0,28.0,911.0,0.030735455543358946
