Index,NOC,Year,Season,Host,CompetitorID
1610,INA,1976,Summer,0,11
1611,INA,1984,Summer,0,20
1612,INA,1988,Summer,0,37
1613,INA,1992,Summer,0,38
1614,INA,1996,Summer,0,29
1615,INA,2000,Summer,0,38
1616,INA,2004,Summer,0,29
1617,INA,2008,Summer,0,19
1618,INA,2012,Summer,0,19
1619,INA,2016,Summer,0,24
1620,IND,1900,Summer,0,5
1621,IND,1920,Summer,0,7
1622,IND,1924,Summer,0,20
1623,IND,1924,Winter,0,7
1624,IND,1928,Summer,0,11
1625,IND,1932,Summer,0,9
1626,IND,1936,Summer,0,12
1627,IND,1948,Summer,0,46
1628,IND,1952,Summer,0,56
1629,IND,1956,Summer,0,47
1630,IND,1960,Summer,0,26
1631,IND,1964,Summer,0,80
1632,IND,1964,Winter,0,1
1633,IND,1968,Summer,0,12
1634,IND,1968,Winter,0,3
1635,IND,1972,Summer,0,29
1636,IND,1976,Summer,0,11
1637,IND,1980,Summer,0,47
1638,IND,1984,Summer,0,34
1639,IND,1988,Summer,0,32
1640,IND,1988,Winter,0,3
1641,IND,1992,Summer,0,41
1642,IND,1992,Winter,0,4
1643,IND,1996,Summer,0,33
1644,IND,1998,Winter,0,1
1645,IND,2000,Summer,0,41
1646,IND,2002,Winter,0,1
1647,IND,2004,Summer,0,57
1648,IND,2006,Winter,0,5
1649,IND,2008,Summer,0,60
1650,IND,2010,Winter,0,3
1651,IND,2012,Summer,0,69
1652,IND,2014,Winter,0,2
1653,IND,2016,Summer,0,87
1654,IOA,1992,Summer,0,69
1655,IOA,2000,Summer,0,4
1656,IOA,2012,Summer,0,4
1657,IOA,2014,Winter,0,1
1658,IOA,2016,Summer,0,9
1659,IRI,1900,Summer,0,1
1660,IRI,1948,Summer,0,39
1661,IRI,1952,Summer,0,23
1662,IRI,1956,Summer,0,17
1663,IRI,1956,Winter,0,9
1664,IRI,1960,Summer,0,24
1665,IRI,1964,Summer,0,69
1666,IRI,1964,Winter,0,12
1667,IRI,1968,Summer,0,14
1668,IRI,1968,Winter,0,12
1669,IRI,1972,Summer,0,34
1670,IRI,1972,Winter,0,12
1671,IRI,1976,Summer,0,65
1672,IRI,1976,Winter,0,12
1673,IRI,1988,Summer,0,23
1674,IRI,1992,Summer,0,38
1675,IRI,1996,Summer,0,18
1676,IRI,1998,Winter,0,1
1677,IRI,2000,Summer,0,34
1678,IRI,2002,Winter,0,2
1679,IRI,2004,Summer,0,37
1680,IRI,2006,Winter,0,3
1681,IRI,2008,Summer,0,55
1682,IRI,2010,Winter,0,7
1683,IRI,2012,Summer,0,57
1684,IRI,2014,Winter,0,7
1685,IRI,2016,Summer,0,56
1686,IRL,1924,Summer,0,38
1687,IRL,1928,Summer,0,38
1688,IRL,1932,Summer,0,18
1689,IRL,1948,Summer,0,64
1690,IRL,1952,Summer,0,23
1691,IRL,1956,Summer,0,21
1692,IRL,1960,Summer,0,54
1693,IRL,1964,Summer,0,32
1694,IRL,1968,Summer,0,44
1695,IRL,1972,Summer,0,69
1696,IRL,1976,Summer,0,41
1697,IRL,1980,Summer,0,50
1698,IRL,1984,Summer,0,49
1699,IRL,1988,Summer,0,67
1700,IRL,1992,Summer,0,63
1701,IRL,1992,Winter,0,1
1702,IRL,1996,Summer,0,85
1703,IRL,1998,Winter,0,4
1704,IRL,2000,Summer,0,60
1705,IRL,2002,Winter,0,8
1706,IRL,2004,Summer,0,43
1707,IRL,2006,Winter,0,5
1708,IRL,2008,Summer,0,50
1709,IRL,2010,Winter,0,6
1710,IRL,2012,Summer,0,67
1711,IRL,2014,Winter,0,8
1712,IRL,2016,Summer,0,75
1713,IRQ,1948,Summer,0,13
1714,IRQ,1960,Summer,0,25
1715,IRQ,1964,Summer,0,16
1716,IRQ,1968,Summer,0,4
1717,IRQ,1980,Summer,0,26
1718,IRQ,1984,Summer,0,11
1719,IRQ,1988,Summer,0,13
1720,IRQ,1992,Summer,0,8
1721,IRQ,1996,Summer,0,3
1722,IRQ,2000,Summer,0,4
1723,IRQ,2004,Summer,0,8
1724,IRQ,2008,Summer,0,4
1725,IRQ,2012,Summer,0,8
1726,IRQ,2016,Summer,0,5
1727,ISL,1908,Summer,0,1
1728,ISL,1912,Summer,0,2
1729,ISL,1936,Summer,0,6
1730,ISL,1948,Summer,0,24
1731,ISL,1948,Winter,0,8
1732,ISL,1952,Summer,0,15
1733,ISL,1952,Winter,0,21
1734,ISL,1956,Summer,0,2
1735,ISL,1956,Winter,0,14
1736,ISL,1960,Summer,0,11
1737,ISL,1960,Winter,0,10
1738,ISL,1964,Summer,0,5
1739,ISL,1964,Winter,0,10
1740,ISL,1968,Summer,0,16
1741,ISL,1968,Winter,0,8
1742,ISL,1972,Summer,0,16
1743,ISL,1976,Summer,0,22
1744,ISL,1976,Winter,0,16
1745,ISL,1980,Summer,0,12
1746,ISL,1980,Winter,0,12
1747,ISL,1984,Summer,0,20
1748,ISL,1984,Winter,0,10
1749,ISL,1988,Summer,0,27
1750,ISL,1988,Winter,0,6
1751,ISL,1992,Summer,0,17
1752,ISL,1992,Winter,0,15
1753,ISL,1994,Winter,0,14
1754,ISL,1996,Summer,0,15
1755,ISL,1998,Winter,0,12
1756,ISL,2000,Summer,0,29
1757,ISL,2002,Winter,0,12
1758,ISL,2004,Summer,0,20
1759,ISL,2006,Winter,0,12
1760,ISL,2008,Summer,0,18
1761,ISL,2010,Winter,0,7
1762,ISL,2012,Summer,0,20
1763,ISL,2014,Winter,0,11
1764,ISL,2016,Summer,0,14
1765,ISR,1952,Summer,0,31
1766,ISR,1956,Summer,0,3
1767,ISR,1960,Summer,0,43
1768,ISR,1964,Summer,0,13
1769,ISR,1968,Summer,0,23
1770,ISR,1972,Summer,0,16
1771,ISR,1976,Summer,0,19
1772,ISR,1984,Summer,0,63
1773,ISR,1988,Summer,0,26
1774,ISR,1992,Summer,0,42
1775,ISR,1994,Winter,0,1
1776,ISR,1996,Summer,0,31
1777,ISR,1998,Winter,0,3
1778,ISR,2000,Summer,0,44
1779,ISR,2002,Winter,0,7
1780,ISR,2004,Summer,0,43
1781,ISR,2006,Winter,0,6
1782,ISR,2008,Summer,0,56
1783,ISR,2010,Winter,0,4
1784,ISR,2012,Summer,0,53
1785,ISR,2014,Winter,0,6
1786,ISR,2016,Summer,0,54
1787,ISV,1968,Summer,0,5
1788,ISV,1972,Summer,0,13
1789,ISV,1976,Summer,0,25
1790,ISV,1984,Summer,0,44
1791,ISV,1988,Summer,0,36
1792,ISV,1988,Winter,0,4
1793,ISV,1992,Summer,0,30
1794,ISV,1992,Winter,0,9
1795,ISV,1994,Winter,0,4
1796,ISV,1996,Summer,0,11
1797,ISV,1998,Winter,0,3
1798,ISV,2000,Summer,0,12
1799,ISV,2002,Winter,0,4
1800,ISV,2004,Summer,0,9
1801,ISV,2008,Summer,0,8
1802,ISV,2012,Summer,0,9
1803,ISV,2014,Winter,0,2
1804,ISV,2016,Summer,0,7
1805,ITA,1896,Summer,0,1
1806,ITA,1900,Summer,0,36
1807,ITA,1904,Summer,0,1
1808,ITA,1906,Summer,0,82
1809,ITA,1908,Summer,0,58
1810,ITA,1912,Summer,0,61
1811,ITA,1920,Summer,0,155
1812,ITA,1924,Summer,0,248
1813,ITA,1924,Winter,0,15
1814,ITA,1928,Summer,0,195
1815,ITA,1928,Winter,0,12
1816,ITA,1932,Summer,0,118
1817,ITA,1932,Winter,0,14
1818,ITA,1936,Summer,0,280
1819,ITA,1936,Winter,0,26
1820,ITA,1948,Summer,0,233
1821,ITA,1948,Winter,0,52
1822,ITA,1952,Summer,0,270
1823,ITA,1952,Winter,0,39
1824,ITA,1956,Summer,1,144
1825,ITA,1956,Winter,1,63
1826,ITA,1960,Summer,1,282
1827,ITA,1960,Winter,1,55
1828,ITA,1964,Summer,0,185
1829,ITA,1964,Winter,0,61
1830,ITA,1968,Summer,0,204
1831,ITA,1968,Winter,0,63
1832,ITA,1972,Summer,0,259
1833,ITA,1972,Winter,0,50
1834,ITA,1976,Summer,0,227
1835,ITA,1976,Winter,0,75
1836,ITA,1980,Summer,0,146
1837,ITA,1980,Winter,0,59
1838,ITA,1984,Summer,0,261
1839,ITA,1984,Winter,0,76
1840,ITA,1988,Summer,0,262
1841,ITA,1988,Winter,0,83
1842,ITA,1992,Summer,0,300
1843,ITA,1992,Winter,0,127
1844,ITA,1994,Winter,0,136
1845,ITA,1996,Summer,0,328
1846,ITA,1998,Winter,0,132
1847,ITA,2000,Summer,0,298
1848,ITA,2002,Winter,0,168
1849,ITA,2004,Summer,0,309
1850,ITA,2006,Winter,1,203
1851,ITA,2008,Summer,0,316
1852,ITA,2010,Winter,0,171
1853,ITA,2012,Summer,0,268
1854,ITA,2014,Winter,0,182
1855,ITA,2016,Summer,0,276
1856,IVB,1984,Summer,0,9
1857,IVB,1984,Winter,0,2
1858,IVB,1988,Summer,0,4
1859,IVB,1992,Summer,0,4
1860,IVB,1996,Summer,0,5
1861,IVB,2000,Summer,0,1
1862,IVB,2004,Summer,0,1
1863,IVB,2008,Summer,0,2
1864,IVB,2012,Summer,0,2
1865,IVB,2014,Winter,0,1
1866,IVB,2016,Summer,0,4
1867,JAM,1948,Summer,0,23
1868,JAM,1952,Summer,0,13
1869,JAM,1956,Summer,0,10
1870,JAM,1964,Summer,0,23
1871,JAM,1968,Summer,0,28
1872,JAM,1972,Summer,0,39
1873,JAM,1976,Summer,0,27
1874,JAM,1980,Summer,0,20
1875,JAM,1984,Summer,0,53
1876,JAM,1988,Summer,0,32
1877,JAM,1988,Winter,0,2
1878,JAM,1992,Summer,0,37
1879,JAM,1992,Winter,0,2
1880,JAM,1994,Winter,0,2
1881,JAM,1996,Summer,0,49
1882,JAM,1998,Winter,0,2
1883,JAM,2000,Summer,0,46
1884,JAM,2002,Winter,0,1
1885,JAM,2004,Summer,0,48
1886,JAM,2008,Summer,0,49
1887,JAM,2010,Winter,0,1
1888,JAM,2012,Summer,0,46
1889,JAM,2014,Winter,0,1
1890,JAM,2016,Summer,0,58
1891,JOR,1980,Summer,0,6
1892,JOR,1984,Summer,0,15
1893,JOR,1988,Summer,0,9
1894,JOR,1992,Summer,0,5
1895,JOR,1996,Summer,0,5
1896,JOR,2000,Summer,0,8
1897,JOR,2004,Summer,0,8
1898,JOR,2008,Summer,0,7
1899,JOR,2012,Summer,0,9
1900,JOR,2016,Summer,0,8
1901,JPN,1912,Summer,0,4
1902,JPN,1920,Summer,0,25
1903,JPN,1924,Summer,0,31
1904,JPN,1928,Summer,0,45
1905,JPN,1928,Winter,0,10
1906,JPN,1932,Summer,0,161
1907,JPN,1932,Winter,0,33
1908,JPN,1936,Summer,0,269
1909,JPN,1936,Winter,0,38
1910,JPN,1952,Summer,0,110
1911,JPN,1952,Winter,0,25
1912,JPN,1956,Summer,0,184
1913,JPN,1956,Winter,0,26
1914,JPN,1960,Summer,0,213
1915,JPN,1960,Winter,0,54
1916,JPN,1964,Summer,1,326
1917,JPN,1964,Winter,1,66
1918,JPN,1968,Summer,0,197
1919,JPN,1968,Winter,0,72
1920,JPN,1972,Summer,1,220
1921,JPN,1972,Winter,1,95
1922,JPN,1976,Summer,0,248
1923,JPN,1976,Winter,0,60
1924,JPN,1980,Winter,0,56
1925,JPN,1984,Summer,0,263
1926,JPN,1984,Winter,0,62
1927,JPN,1988,Summer,0,316
1928,JPN,1988,Winter,0,95
1929,JPN,1992,Summer,0,297
1930,JPN,1992,Winter,0,115
1931,JPN,1994,Winter,0,107
1932,JPN,1996,Summer,0,302
1933,JPN,1998,Winter,1,170
1934,JPN,2000,Summer,0,260
1935,JPN,2002,Winter,0,170
1936,JPN,2004,Summer,0,269
1937,JPN,2006,Winter,0,159
1938,JPN,2008,Summer,0,282
1939,JPN,2010,Winter,0,128
1940,JPN,2012,Summer,0,270
1941,JPN,2014,Winter,0,122
1942,JPN,2016,Summer,0,303
1943,KAZ,1994,Winter,0,65
1944,KAZ,1996,Summer,0,125
1945,KAZ,1998,Winter,0,78
1946,KAZ,2000,Summer,0,127
1947,KAZ,2002,Winter,0,74
1948,KAZ,2004,Summer,0,108
1949,KAZ,2006,Winter,0,64
1950,KAZ,2008,Summer,0,120
1951,KAZ,2010,Winter,0,86
1952,KAZ,2012,Summer,0,118
1953,KAZ,2014,Winter,0,98
1954,KAZ,2016,Summer,0,110
1955,KEN,1956,Summer,0,15
1956,KEN,1960,Summer,0,14
1957,KEN,1964,Summer,0,26
1958,KEN,1968,Summer,0,34
1959,KEN,1972,Summer,0,49
1960,KEN,1984,Summer,0,48
1961,KEN,1988,Summer,0,67
1962,KEN,1992,Summer,0,51
1963,KEN,1996,Summer,0,50
1964,KEN,1998,Winter,0,1
1965,KEN,2000,Summer,0,45
1966,KEN,2002,Winter,0,2
1967,KEN,2004,Summer,0,35
1968,KEN,2006,Winter,0,1
1969,KEN,2008,Summer,0,47
1970,KEN,2012,Summer,0,48
1971,KEN,2016,Summer,0,58
1972,KGZ,1994,Winter,0,2
1973,KGZ,1996,Summer,0,39
1974,KGZ,1998,Winter,0,2
1975,KGZ,2000,Summer,0,59
1976,KGZ,2002,Winter,0,4
1977,KGZ,2004,Summer,0,32
1978,KGZ,2006,Winter,0,2
1979,KGZ,2008,Summer,0,22
1980,KGZ,2010,Winter,0,3
1981,KGZ,2012,Summer,0,15
1982,KGZ,2014,Winter,0,2
1983,KGZ,2016,Summer,0,19
1984,KIR,2004,Summer,0,3
1985,KIR,2008,Summer,0,2
1986,KIR,2012,Summer,0,3
1987,KIR,2016,Summer,0,3
1988,KOR,1948,Summer,0,38
1989,KOR,1948,Winter,0,7
1990,KOR,1952,Summer,0,20
1991,KOR,1956,Summer,0,36
1992,KOR,1956,Winter,0,10
1993,KOR,1960,Summer,0,46
1994,KOR,1960,Winter,0,20
1995,KOR,1964,Summer,0,181
1996,KOR,1964,Winter,0,16
1997,KOR,1968,Summer,0,57
1998,KOR,1968,Winter,0,14
1999,KOR,1972,Summer,0,26
2000,KOR,1972,Winter,0,11
2001,KOR,1976,Summer,0,29
2002,KOR,1976,Winter,0,9
2003,KOR,1980,Winter,0,24
2004,KOR,1984,Summer,0,175
2005,KOR,1984,Winter,0,38
2006,KOR,1988,Summer,1,351
2007,KOR,1988,Winter,1,50
2008,KOR,1992,Summer,0,208
2009,KOR,1992,Winter,0,48
2010,KOR,1994,Winter,0,42
2011,KOR,1996,Summer,0,261
2012,KOR,1998,Winter,0,67
2013,KOR,2000,Summer,0,208
2014,KOR,2002,Winter,0,78
2015,KOR,2004,Summer,0,222
2016,KOR,2006,Winter,0,73
2017,KOR,2008,Summer,0,209
2018,KOR,2010,Winter,0,70
2019,KOR,2012,Summer,0,193
2020,KOR,2014,Winter,0,100
2021,KOR,2016,Summer,0,176
2022,KOS,2016,Summer,0,8
2023,KSA,1972,Summer,0,11
2024,KSA,1976,Summer,0,13
2025,KSA,1984,Summer,0,22
2026,KSA,1988,Summer,0,13
2027,KSA,1992,Summer,0,15
2028,KSA,1996,Summer,0,15
2029,KSA,2000,Summer,0,17
2030,KSA,2004,Summer,0,16
2031,KSA,2008,Summer,0,15
2032,KSA,2012,Summer,0,20
2033,KSA,2016,Summer,0,11
2034,KUW,1968,Summer,0,2
2035,KUW,1972,Summer,0,4
2036,KUW,1976,Summer,0,15
2037,KUW,1980,Summer,0,32
2038,KUW,1984,Summer,0,24
2039,KUW,1988,Summer,0,28
2040,KUW,1992,Summer,0,19
2041,KUW,1996,Summer,0,16
2042,KUW,2000,Summer,0,12
2043,KUW,2004,Summer,0,11
2044,KUW,2008,Summer,0,8
2045,KUW,2012,Summer,0,12
2046,LAO,1980,Summer,0,19
2047,LAO,1988,Summer,0,3
2048,LAO,1992,Summer,0,7
2049,LAO,1996,Summer,0,2
2050,LAO,2000,Summer,0,3
2051,LAO,2004,Summer,0,5
2052,LAO,2008,Summer,0,4
2053,LAO,2012,Summer,0,3
2054,LAO,2016,Summer,0,5
2055,LAT,1924,Summer,0,34
2056,LAT,1924,Winter,0,7
2057,LAT,1928,Summer,0,21
2058,LAT,1928,Winter,0,3
2059,LAT,1932,Summer,0,13
2060,LAT,1936,Summer,0,30
2061,LAT,1936,Winter,0,23
2062,LAT,1992,Summer,0,37
2063,LAT,1992,Winter,0,24
2064,LAT,1994,Winter,0,26
2065,LAT,1996,Summer,0,55
2066,LAT,1998,Winter,0,37
2067,LAT,2000,Summer,0,58
2068,LAT,2002,Winter,0,33
2069,LAT,2004,Summer,0,45
2070,LAT,2006,Winter,0,53
2071,LAT,2008,Summer,0,50
2072,LAT,2010,Winter,0,48
2073,LAT,2012,Summer,0,46
2074,LAT,2014,Winter,0,43
2075,LAT,2016,Summer,0,32
2076,LBA,1968,Summer,0,1
2077,LBA,1980,Summer,0,24
2078,LBA,1988,Summer,0,7
2079,LBA,1992,Summer,0,5
2080,LBA,1996,Summer,0,5
2081,LBA,2000,Summer,0,3
2082,LBA,2004,Summer,0,8
2083,LBA,2008,Summer,0,6
2084,LBA,2012,Summer,0,4
2085,LBA,2016,Summer,0,7
2086,LBR,1956,Summer,0,8
2087,LBR,1960,Summer,0,6
2088,LBR,1964,Summer,0,2
2089,LBR,1972,Summer,0,5
2090,LBR,1984,Summer,0,7
2091,LBR,1988,Summer,0,11
2092,LBR,1996,Summer,0,4
2093,LBR,2000,Summer,0,7
2094,LBR,2004,Summer,0,2
2095,LBR,2008,Summer,0,4
2096,LBR,2012,Summer,0,3
2097,LBR,2016,Summer,0,3
2098,LCA,1996,Summer,0,5
2099,LCA,2000,Summer,0,5
2100,LCA,2004,Summer,0,2
2101,LCA,2008,Summer,0,4
2102,LCA,2012,Summer,0,4
2103,LCA,2016,Summer,0,5
2104,LES,1972,Summer,0,2
2105,LES,1980,Summer,0,7
2106,LES,1984,Summer,0,5
2107,LES,1988,Summer,0,6
2108,LES,1992,Summer,0,8
2109,LES,1996,Summer,0,5
2110,LES,2000,Summer,0,6
2111,LES,2004,Summer,0,3
2112,LES,2008,Summer,0,5
2113,LES,2012,Summer,0,4
2114,LES,2016,Summer,0,9
2115,LIB,1948,Summer,0,9
2116,LIB,1948,Winter,0,3
2117,LIB,1952,Summer,0,9
2118,LIB,1952,Winter,0,3
2119,LIB,1956,Winter,0,8
2120,LIB,1960,Summer,0,18
2121,LIB,1960,Winter,0,5
2122,LIB,1964,Summer,0,5
2123,LIB,1964,Winter,0,12
2124,LIB,1968,Summer,0,15
2125,LIB,1968,Winter,0,6
2126,LIB,1972,Summer,0,30
2127,LIB,1972,Winter,0,2
2128,LIB,1976,Summer,0,4
2129,LIB,1976,Winter,0,1
2130,LIB,1980,Summer,0,19
2131,LIB,1980,Winter,0,7
2132,LIB,1984,Summer,0,27
2133,LIB,1984,Winter,0,8
2134,LIB,1988,Summer,0,31
2135,LIB,1988,Winter,0,9
2136,LIB,1992,Summer,0,18
2137,LIB,1992,Winter,0,8
2138,LIB,1996,Summer,0,1
2139,LIB,2000,Summer,0,6
2140,LIB,2002,Winter,0,3
2141,LIB,2004,Summer,0,5
2142,LIB,2006,Winter,0,7
2143,LIB,2008,Summer,0,6
2144,LIB,2010,Winter,0,6
2145,LIB,2012,Summer,0,10
2146,LIB,2014,Winter,0,3
2147,LIB,2016,Summer,0,9
2148,LIE,1936,Summer,0,8
2149,LIE,1936,Winter,0,3
2150,LIE,1948,Summer,0,2
2151,LIE,1948,Winter,0,13
2152,LIE,1952,Summer,0,2
2153,LIE,1956,Winter,0,13
2154,LIE,1960,Summer,0,8
2155,LIE,1960,Winter,0,9
2156,LIE,1964,Summer,0,3
2157,LIE,1964,Winter,0,12
2158,LIE,1968,Summer,0,3
2159,LIE,1968,Winter,0,17
2160,LIE,1972,Summer,0,12
2161,LIE,1972,Winter,0,10
2162,LIE,1976,Summer,0,9
2163,LIE,1976,Winter,0,19
2164,LIE,1980,Winter,0,16
2165,LIE,1984,Summer,0,8
2166,LIE,1984,Winter,0,19
2167,LIE,1988,Summer,0,16
2168,LIE,1988,Winter,0,36
2169,LIE,1992,Summer,0,8
2170,LIE,1992,Winter,0,18
2171,LIE,1994,Winter,0,25
2172,LIE,1996,Summer,0,2
2173,LIE,1998,Winter,0,19
2174,LIE,2000,Summer,0,2
2175,LIE,2002,Winter,0,18
2176,LIE,2004,Summer,0,1
2177,LIE,2006,Winter,0,12
2178,LIE,2008,Summer,0,2
2179,LIE,2010,Winter,0,4
2180,LIE,2012,Summer,0,4
2181,LIE,2014,Winter,0,5
2182,LIE,2016,Summer,0,3
2183,LTU,1924,Summer,0,3
2184,LTU,1928,Summer,0,13
2185,LTU,1928,Winter,0,4
2186,LTU,1992,Summer,0,51
2187,LTU,1992,Winter,0,13
2188,LTU,1994,Winter,0,13
2189,LTU,1996,Summer,0,73
2190,LTU,1998,Winter,0,18
2191,LTU,2000,Summer,0,72
2192,LTU,2002,Winter,0,21
2193,LTU,2004,Summer,0,62
2194,LTU,2006,Winter,0,14
2195,LTU,2008,Summer,0,76
2196,LTU,2010,Winter,0,12
2197,LTU,2012,Summer,0,72
2198,LTU,2014,Winter,0,20
2199,LTU,2016,Summer,0,75
2200,LUX,1900,Summer,0,1
2201,LUX,1912,Summer,0,11
2202,LUX,1920,Summer,0,22
2203,LUX,1924,Summer,0,102
2204,LUX,1928,Summer,0,82
2205,LUX,1928,Winter,0,1
2206,LUX,1932,Summer,0,11
2207,LUX,1936,Summer,0,105
2208,LUX,1936,Winter,0,2
2209,LUX,1948,Summer,0,88
2210,LUX,1952,Summer,0,75
2211,LUX,1956,Summer,0,24
2212,LUX,1960,Summer,0,97
2213,LUX,1964,Summer,0,27
2214,LUX,1968,Summer,0,7
2215,LUX,1972,Summer,0,11
2216,LUX,1976,Summer,0,9
2217,LUX,1980,Summer,0,4
2218,LUX,1984,Summer,0,5
2219,LUX,1988,Summer,0,11
2220,LUX,1988,Winter,0,3
2221,LUX,1992,Summer,0,8
2222,LUX,1992,Winter,0,5
2223,LUX,1994,Winter,0,5
2224,LUX,1996,Summer,0,7
2225,LUX,1998,Winter,0,1
2226,LUX,2000,Summer,0,8
2227,LUX,2004,Summer,0,13
2228,LUX,2006,Winter,0,1
2229,LUX,2008,Summer,0,19
2230,LUX,2012,Summer,0,11
2231,LUX,2014,Winter,0,1
2232,LUX,2016,Summer,0,15
2233,MAD,1964,Summer,0,4
2234,MAD,1968,Summer,0,6
2235,MAD,1972,Summer,0,10
2236,MAD,1980,Summer,0,18
2237,MAD,1984,Summer,0,5
2238,MAD,1992,Summer,0,16
2239,MAD,1996,Summer,0,10
2240,MAD,2000,Summer,0,10
2241,MAD,2004,Summer,0,8
2242,MAD,2006,Winter,0,2
2243,MAD,2008,Summer,0,6
2244,MAD,2012,Summer,0,7
2245,MAD,2016,Summer,0,6
2246,MAL,1956,Summer,0,18
2247,MAL,1960,Summer,0,11
2248,MAR,1960,Summer,0,91
2249,MAR,1964,Summer,0,10
2250,MAR,1968,Summer,0,25
2251,MAR,1968,Winter,0,8
2252,MAR,1972,Summer,0,19
2253,MAR,1976,Summer,0,9
2254,MAR,1984,Summer,0,21
2255,MAR,1984,Winter,0,7
2256,MAR,1988,Summer,0,29
2257,MAR,1988,Winter,0,6
2258,MAR,1992,Summer,0,27
2259,MAR,1992,Winter,0,23
2260,MAR,1996,Summer,0,38
2261,MAR,2000,Summer,0,39
2262,MAR,2004,Summer,0,42
2263,MAR,2008,Summer,0,49
2264,MAR,2010,Winter,0,2
2265,MAR,2012,Summer,0,52
2266,MAR,2014,Winter,0,4
2267,MAR,2016,Summer,0,52
2268,MAS,1964,Summer,0,53
2269,MAS,1968,Summer,0,16
2270,MAS,1972,Summer,0,23
2271,MAS,1976,Summer,0,10
2272,MAS,1984,Summer,0,12
2273,MAS,1988,Summer,0,16
2274,MAS,1992,Summer,0,12
2275,MAS,1996,Summer,0,22
2276,MAS,2000,Summer,0,34
2277,MAS,2004,Summer,0,34
2278,MAS,2008,Summer,0,34
2279,MAS,2012,Summer,0,31
2280,MAS,2016,Summer,0,35
2281,MAW,1972,Summer,0,18
2282,MAW,1984,Summer,0,20
2283,MAW,1988,Summer,0,19
2284,MAW,1992,Summer,0,4
2285,MAW,1996,Summer,0,2
2286,MAW,2000,Summer,0,2
2287,MAW,2004,Summer,0,4
2288,MAW,2008,Summer,0,4
2289,MAW,2012,Summer,0,3
2290,MAW,2016,Summer,0,5
2291,MDA,1994,Winter,0,4
2292,MDA,1996,Summer,0,48
2293,MDA,1998,Winter,0,4
2294,MDA,2000,Summer,0,35
2295,MDA,2002,Winter,0,9
2296,MDA,2004,Summer,0,33
2297,MDA,2006,Winter,0,10
2298,MDA,2008,Summer,0,30
2299,MDA,2010,Winter,0,11
2300,MDA,2012,Summer,0,20
2301,MDA,2014,Winter,0,5
2302,MDA,2016,Summer,0,23
2303,MDV,1988,Summer,0,6
2304,MDV,1992,Summer,0,10
2305,MDV,1996,Summer,0,6
2306,MDV,2000,Summer,0,4
2307,MDV,2004,Summer,0,4
2308,MDV,2008,Summer,0,4
2309,MDV,2012,Summer,0,5
2310,MDV,2016,Summer,0,4
2311,MEX,1900,Summer,0,1
2312,MEX,1924,Summer,0,27
2313,MEX,1928,Summer,0,42
2314,MEX,1928,Winter,0,1
2315,MEX,1932,Summer,0,86
2316,MEX,1936,Summer,0,29
2317,MEX,1948,Summer,0,119
2318,MEX,1952,Summer,0,69
2319,MEX,1956,Summer,0,31
2320,MEX,1960,Summer,0,89
2321,MEX,1964,Summer,0,97
2322,MEX,1968,Summer,1,305
2323,MEX,1972,Summer,0,194
2324,MEX,1976,Summer,0,92
2325,MEX,1980,Summer,0,62
2326,MEX,1984,Summer,0,125
2327,MEX,1984,Winter,0,3
2328,MEX,1988,Summer,0,118
2329,MEX,1988,Winter,0,18
2330,MEX,1992,Summer,0,100
2331,MEX,1992,Winter,0,28
2332,MEX,1994,Winter,0,1
2333,MEX,1996,Summer,0,81
2334,MEX,2000,Summer,0,87
2335,MEX,2002,Winter,0,2
2336,MEX,2004,Summer,0,93
2337,MEX,2008,Summer,0,93
2338,MEX,2010,Winter,0,2
2339,MEX,2012,Summer,0,94
2340,MEX,2014,Winter,0,1
2341,MEX,2016,Summer,0,102
2342,MGL,1964,Summer,0,37
2343,MGL,1964,Winter,0,22
2344,MGL,1968,Summer,0,38
2345,MGL,1968,Winter,0,10
2346,MGL,1972,Summer,0,44
2347,MGL,1972,Winter,0,8
2348,MGL,1976,Summer,0,33
2349,MGL,1980,Summer,0,54
2350,MGL,1980,Winter,0,10
2351,MGL,1984,Winter,0,9
2352,MGL,1988,Summer,0,30
2353,MGL,1988,Winter,0,9
2354,MGL,1992,Summer,0,35
2355,MGL,1992,Winter,0,11
2356,MGL,1994,Winter,0,2
2357,MGL,1996,Summer,0,18
2358,MGL,1998,Winter,0,3
2359,MGL,2000,Summer,0,23
2360,MGL,2002,Winter,0,4
2361,MGL,2004,Summer,0,21
2362,MGL,2006,Winter,0,2
2363,MGL,2008,Summer,0,31
2364,MGL,2010,Winter,0,2
2365,MGL,2012,Summer,0,32
2366,MGL,2014,Winter,0,2
2367,MGL,2016,Summer,0,46
2368,MHL,2008,Summer,0,5
2369,MHL,2012,Summer,0,4
2370,MHL,2016,Summer,0,5
2371,MKD,1996,Summer,0,16
2372,MKD,1998,Winter,0,3
2373,MKD,2000,Summer,0,15
2374,MKD,2002,Winter,0,4
2375,MKD,2004,Summer,0,14
2376,MKD,2006,Winter,0,5
2377,MKD,2008,Summer,0,7
2378,MKD,2010,Winter,0,4
2379,MKD,2012,Summer,0,4
2380,MKD,2014,Winter,0,6
2381,MKD,2016,Summer,0,6
2382,MLI,1964,Summer,0,2
2383,MLI,1968,Summer,0,2
2384,MLI,1972,Summer,0,3
2385,MLI,1980,Summer,0,7
2386,MLI,1984,Summer,0,5
