Index,NOC,Year,Season,Host,CompetitorID
3172,SOM,2000,Summer,0,2
3173,SOM,2004,Summer,0,2
3174,SOM,2008,Summer,0,2
3175,SOM,2012,Summer,0,2
3176,SOM,2016,Summer,0,2
3177,SRB,1912,Summer,0,2
3178,SRB,2008,Summer,0,49
3179,SRB,2010,Winter,0,12
3180,SRB,2012,Summer,0,69
3181,SRB,2014,Winter,0,16
3182,SRB,2016,Summer,0,93
3183,SRI,1948,Summer,0,10
3184,SRI,1952,Summer,0,7
3185,SRI,1956,Summer,0,3
3186,SRI,1960,Summer,0,5
3187,SRI,1964,Summer,0,7
3188,SRI,1968,Summer,0,3
3189,SRI,1972,Summer,0,6
3190,SRI,1980,Summer,0,1
3191,SRI,1984,Summer,0,5
3192,SRI,1988,Summer,0,9
3193,SRI,1992,Summer,0,16
3194,SRI,1996,Summer,0,11
3195,SRI,2000,Summer,0,17
3196,SRI,2004,Summer,0,8
3197,SRI,2008,Summer,0,9
3198,SRI,2012,Summer,0,8
3199,SRI,2016,Summer,0,10
3200,SSD,2016,Summer,0,3
3201,STP,1996,Summer,0,2
3202,STP,2000,Summer,0,2
3203,STP,2004,Summer,0,2
3204,STP,2008,Summer,0,4
3205,STP,2012,Summer,0,2
3206,STP,2016,Summer,0,3
3207,SUD,1960,Summer,0,13
3208,SUD,1968,Summer,0,7
3209,SUD,1972,Summer,0,15
3210,SUD,1984,Summer,0,9
3211,SUD,1988,Summer,0,8
3212,SUD,1992,Summer,0,7
3213,SUD,1996,Summer,0,4
3214,SUD,2000,Summer,0,3
3215,SUD,2004,Summer,0,4
3216,SUD,2008,Summer,0,9
3217,SUD,2012,Summer,0,6
3218,SUD,2016,Summer,0,6
3219,SUI,1896,Summer,0,8
3220,SUI,1900,Summer,0,44
3221,SUI,1904,Summer,0,7
3222,SUI,1906,Summer,0,41
3223,SUI,1908,Summer,0,1
3224,SUI,1912,Summer,0,7
3225,SUI,1920,Summer,0,70
3226,SUI,1924,Summer,0,195
3227,SUI,1924,Winter,0,22
3228,SUI,1928,Summer,1,170
3229,SUI,1928,Winter,1,23
3230,SUI,1932,Summer,0,9
3231,SUI,1932,Winter,0,8
3232,SUI,1936,Summer,0,251
3233,SUI,1936,Winter,0,18
3234,SUI,1948,Summer,1,230
3235,SUI,1948,Winter,1,70
3236,SUI,1952,Summer,0,200
3237,SUI,1952,Winter,0,47
3238,SUI,1956,Summer,0,12
3239,SUI,1956,Winter,0,51
3240,SUI,1960,Summer,0,167
3241,SUI,1960,Winter,0,37
3242,SUI,1964,Summer,0,108
3243,SUI,1964,Winter,0,72
3244,SUI,1968,Summer,0,128
3245,SUI,1968,Winter,0,49
3246,SUI,1972,Summer,0,214
3247,SUI,1972,Winter,0,49
3248,SUI,1976,Summer,0,88
3249,SUI,1976,Winter,0,56
3250,SUI,1980,Summer,0,52
3251,SUI,1980,Winter,0,60
3252,SUI,1984,Summer,0,184
3253,SUI,1984,Winter,0,63
3254,SUI,1988,Summer,0,126
3255,SUI,1988,Winter,0,84
3256,SUI,1992,Summer,0,147
3257,SUI,1992,Winter,0,90
3258,SUI,1994,Winter,0,88
3259,SUI,1996,Summer,0,130
3260,SUI,1998,Winter,0,96
3261,SUI,2000,Summer,0,119
3262,SUI,2002,Winter,0,120
3263,SUI,2004,Summer,0,116
3264,SUI,2006,Winter,0,113
3265,SUI,2008,Summer,0,101
3266,SUI,2010,Winter,0,133
3267,SUI,2012,Summer,0,94
3268,SUI,2014,Winter,0,157
3269,SUI,2016,Summer,0,123
3270,SUR,1968,Summer,0,1
3271,SUR,1972,Summer,0,3
3272,SUR,1976,Summer,0,4
3273,SUR,1984,Summer,0,7
3274,SUR,1988,Summer,0,10
3275,SUR,1992,Summer,0,9
3276,SUR,1996,Summer,0,11
3277,SUR,2000,Summer,0,5
3278,SUR,2004,Summer,0,4
3279,SUR,2008,Summer,0,4
3280,SUR,2012,Summer,0,5
3281,SUR,2016,Summer,0,6
3282,SVK,1994,Winter,0,39
3283,SVK,1996,Summer,0,89
3284,SVK,1998,Winter,0,38
3285,SVK,2000,Summer,0,88
3286,SVK,2002,Winter,0,49
3287,SVK,2004,Summer,0,72
3288,SVK,2006,Winter,0,80
3289,SVK,2008,Summer,0,61
3290,SVK,2010,Winter,0,54
3291,SVK,2012,Summer,0,57
3292,SVK,2014,Winter,0,71
3293,SVK,2016,Summer,0,57
3294,SWE,1896,Summer,0,5
3295,SWE,1900,Summer,0,25
3296,SWE,1906,Summer,0,85
3297,SWE,1908,Summer,0,180
3298,SWE,1912,Summer,1,551
3299,SWE,1920,Summer,0,265
3300,SWE,1924,Summer,0,179
3301,SWE,1924,Winter,0,32
3302,SWE,1928,Summer,0,117
3303,SWE,1928,Winter,0,19
3304,SWE,1932,Summer,0,119
3305,SWE,1932,Winter,0,18
3306,SWE,1936,Summer,0,177
3307,SWE,1936,Winter,0,23
3308,SWE,1948,Summer,0,166
3309,SWE,1948,Winter,0,52
3310,SWE,1952,Summer,0,277
3311,SWE,1952,Winter,0,65
3312,SWE,1956,Summer,1,152
3313,SWE,1956,Winter,1,62
3314,SWE,1960,Summer,0,213
3315,SWE,1960,Winter,0,51
3316,SWE,1964,Summer,0,143
3317,SWE,1964,Winter,0,75
3318,SWE,1968,Summer,0,154
3319,SWE,1968,Winter,0,80
3320,SWE,1972,Summer,0,130
3321,SWE,1972,Winter,0,70
3322,SWE,1976,Summer,0,131
3323,SWE,1976,Winter,0,64
3324,SWE,1980,Summer,0,150
3325,SWE,1980,Winter,0,76
3326,SWE,1984,Summer,0,188
3327,SWE,1984,Winter,0,66
3328,SWE,1988,Summer,0,158
3329,SWE,1988,Winter,0,92
3330,SWE,1992,Summer,0,169
3331,SWE,1992,Winter,0,100
3332,SWE,1994,Winter,0,110
3333,SWE,1996,Summer,0,148
3334,SWE,1998,Winter,0,94
3335,SWE,2000,Summer,0,128
3336,SWE,2002,Winter,0,108
3337,SWE,2004,Summer,0,110
3338,SWE,2006,Winter,0,115
3339,SWE,2008,Summer,0,106
3340,SWE,2010,Winter,0,116
3341,SWE,2012,Summer,0,102
3342,SWE,2014,Winter,0,96
3343,SWE,2016,Summer,0,104
3344,SWZ,1972,Summer,0,4
3345,SWZ,1984,Summer,0,11
3346,SWZ,1988,Summer,0,15
3347,SWZ,1992,Summer,0,10
3348,SWZ,1992,Winter,0,3
3349,SWZ,1996,Summer,0,6
3350,SWZ,2000,Summer,0,6
3351,SWZ,2004,Summer,0,3
3352,SWZ,2008,Summer,0,4
3353,SWZ,2012,Summer,0,3
3354,SWZ,2016,Summer,0,2
3355,SYR,1948,Summer,0,1
3356,SYR,1968,Summer,0,2
3357,SYR,1972,Summer,0,5
3358,SYR,1980,Summer,0,57
3359,SYR,1984,Summer,0,9
3360,SYR,1988,Summer,0,13
3361,SYR,1992,Summer,0,9
3362,SYR,1996,Summer,0,8
3363,SYR,2000,Summer,0,8
3364,SYR,2004,Summer,0,6
3365,SYR,2008,Summer,0,7
3366,SYR,2012,Summer,0,10
3367,SYR,2016,Summer,0,7
3368,TAN,1964,Summer,0,4
3369,TAN,1968,Summer,0,5
3370,TAN,1972,Summer,0,16
3371,TAN,1980,Summer,0,33
3372,TAN,1984,Summer,0,21
3373,TAN,1988,Summer,0,10
3374,TAN,1992,Summer,0,9
3375,TAN,1996,Summer,0,7
3376,TAN,2000,Summer,0,4
3377,TAN,2004,Summer,0,9
3378,TAN,2008,Summer,0,9
3379,TAN,2012,Summer,0,6
3380,TAN,2016,Summer,0,7
3381,TCH,1920,Summer,0,92
3382,TCH,1924,Summer,0,176
3383,TCH,1924,Winter,0,21
3384,TCH,1928,Summer,0,117
3385,TCH,1928,Winter,0,19
3386,TCH,1932,Summer,0,44
3387,TCH,1932,Winter,0,17
3388,TCH,1936,Summer,0,239
3389,TCH,1936,Winter,0,36
3390,TCH,1948,Summer,0,128
3391,TCH,1948,Winter,0,51
3392,TCH,1952,Summer,0,183
3393,TCH,1952,Winter,0,8
3394,TCH,1956,Summer,0,135
3395,TCH,1956,Winter,0,43
3396,TCH,1960,Summer,0,173
3397,TCH,1960,Winter,0,6
3398,TCH,1964,Summer,0,143
3399,TCH,1964,Winter,0,48
3400,TCH,1968,Summer,0,150
3401,TCH,1968,Winter,0,48
3402,TCH,1972,Summer,0,204
3403,TCH,1972,Winter,0,36
3404,TCH,1976,Summer,0,198
3405,TCH,1976,Winter,0,61
3406,TCH,1980,Summer,0,223
3407,TCH,1980,Winter,0,45
3408,TCH,1984,Winter,0,53
3409,TCH,1988,Summer,0,172
3410,TCH,1988,Winter,0,83
3411,TCH,1992,Summer,0,210
3412,TCH,1992,Winter,0,104
3413,TGA,1984,Summer,0,7
3414,TGA,1988,Summer,0,7
3415,TGA,1992,Summer,0,5
3416,TGA,1996,Summer,0,5
3417,TGA,2000,Summer,0,3
3418,TGA,2004,Summer,0,5
3419,TGA,2008,Summer,0,3
3420,TGA,2012,Summer,0,3
3421,TGA,2014,Winter,0,1
3422,TGA,2016,Summer,0,7
3423,THA,1952,Summer,0,12
3424,THA,1956,Summer,0,26
3425,THA,1960,Summer,0,20
3426,THA,1964,Summer,0,53
3427,THA,1968,Summer,0,27
3428,THA,1972,Summer,0,30
3429,THA,1976,Summer,0,48
3430,THA,1984,Summer,0,34
3431,THA,1988,Summer,0,12
3432,THA,1992,Summer,0,49
3433,THA,1996,Summer,0,45
3434,THA,2000,Summer,0,55
3435,THA,2002,Winter,0,2
3436,THA,2004,Summer,0,46
3437,THA,2006,Winter,0,1
3438,THA,2008,Summer,0,46
3439,THA,2012,Summer,0,41
3440,THA,2014,Winter,0,3
3441,THA,2016,Summer,0,55
3442,TJK,1996,Summer,0,8
3443,TJK,2000,Summer,0,4
3444,TJK,2002,Winter,0,2
3445,TJK,2004,Summer,0,9
3446,TJK,2006,Winter,0,3
3447,TJK,2008,Summer,0,16
3448,TJK,2010,Winter,0,4
3449,TJK,2012,Summer,0,16
3450,TJK,2014,Winter,0,1
3451,TJK,2016,Summer,0,7
3452,TKM,1996,Summer,0,7
3453,TKM,2000,Summer,0,8
3454,TKM,2004,Summer,0,10
3455,TKM,2008,Summer,0,10
3456,TKM,2012,Summer,0,10
3457,TKM,2016,Summer,0,9
3458,TLS,2004,Summer,0,2
3459,TLS,2008,Summer,0,1
3460,TLS,2012,Summer,0,2
3461,TLS,2014,Winter,0,1
3462,TLS,2016,Summer,0,3
3463,TOG,1972,Summer,0,7
3464,TOG,1984,Summer,0,6
3465,TOG,1988,Summer,0,6
3466,TOG,1992,Summer,0,6
3467,TOG,1996,Summer,0,4
3468,TOG,2000,Summer,0,3
3469,TOG,2004,Summer,0,3
3470,TOG,2008,Summer,0,4
3471,TOG,2012,Summer,0,6
3472,TOG,2014,Winter,0,3
3473,TOG,2016,Summer,0,5
3474,TPE,1956,Summer,0,23
3475,TPE,1960,Summer,0,19
3476,TPE,1964,Summer,0,88
3477,TPE,1968,Summer,0,87
3478,TPE,1972,Summer,0,41
3479,TPE,1972,Winter,0,9
3480,TPE,1976,Winter,0,10
3481,TPE,1984,Summer,0,51
3482,TPE,1984,Winter,0,14
3483,TPE,1988,Summer,0,103
3484,TPE,1988,Winter,0,16
3485,TPE,1992,Summer,0,17
3486,TPE,1992,Winter,0,7
3487,TPE,1994,Winter,0,1
3488,TPE,1996,Summer,0,73
3489,TPE,1998,Winter,0,5
3490,TPE,2000,Summer,0,67
3491,TPE,2002,Winter,0,3
3492,TPE,2004,Summer,0,59
3493,TPE,2006,Winter,0,1
3494,TPE,2008,Summer,0,48
3495,TPE,2010,Winter,0,1
3496,TPE,2012,Summer,0,47
3497,TPE,2014,Winter,0,5
3498,TPE,2016,Summer,0,57
3499,TTO,1948,Summer,0,9
3500,TTO,1952,Summer,0,2
3501,TTO,1956,Summer,0,10
3502,TTO,1964,Summer,0,14
3503,TTO,1968,Summer,0,16
3504,TTO,1972,Summer,0,25
3505,TTO,1976,Summer,0,14
3506,TTO,1980,Summer,0,9
3507,TTO,1984,Summer,0,17
3508,TTO,1988,Summer,0,10
3509,TTO,1992,Summer,0,10
3510,TTO,1994,Winter,0,1
3511,TTO,1996,Summer,0,16
3512,TTO,1998,Winter,0,1
3513,TTO,2000,Summer,0,22
3514,TTO,2002,Winter,0,1
3515,TTO,2004,Summer,0,20
3516,TTO,2008,Summer,0,25
3517,TTO,2012,Summer,0,29
3518,TTO,2016,Summer,0,34
3519,TUN,1960,Summer,0,39
3520,TUN,1964,Summer,0,12
3521,TUN,1968,Summer,0,8
3522,TUN,1972,Summer,0,12
3523,TUN,1976,Summer,0,5
3524,TUN,1984,Summer,0,17
3525,TUN,1988,Summer,0,15
3526,TUN,1992,Summer,0,14
3527,TUN,1996,Summer,0,25
3528,TUN,2000,Summer,0,34
3529,TUN,2004,Summer,0,38
3530,TUN,2008,Summer,0,29
3531,TUN,2012,Summer,0,62
3532,TUN,2016,Summer,0,50
3533,TUR,1906,Summer,0,2
3534,TUR,1912,Summer,0,7
3535,TUR,1924,Summer,0,13
3536,TUR,1928,Summer,0,21
3537,TUR,1932,Summer,0,2
3538,TUR,1936,Summer,0,42
3539,TUR,1936,Winter,0,7
3540,TUR,1948,Summer,0,59
3541,TUR,1948,Winter,0,10
3542,TUR,1952,Summer,0,47
3543,TUR,1956,Summer,0,24
3544,TUR,1956,Winter,0,10
3545,TUR,1960,Summer,0,43
3546,TUR,1960,Winter,0,6
3547,TUR,1964,Summer,0,24
3548,TUR,1964,Winter,0,12
3549,TUR,1968,Summer,0,30
3550,TUR,1968,Winter,0,17
3551,TUR,1972,Summer,0,47
3552,TUR,1976,Summer,0,28
3553,TUR,1976,Winter,0,16
3554,TUR,1984,Summer,0,56
3555,TUR,1984,Winter,0,11
3556,TUR,1988,Summer,0,47
3557,TUR,1988,Winter,0,19
3558,TUR,1992,Summer,0,50
3559,TUR,1992,Winter,0,17
3560,TUR,1994,Winter,0,1
3561,TUR,1996,Summer,0,58
3562,TUR,1998,Winter,0,1
3563,TUR,2000,Summer,0,63
3564,TUR,2002,Winter,0,5
3565,TUR,2004,Summer,0,71
3566,TUR,2006,Winter,0,16
3567,TUR,2008,Summer,0,70
3568,TUR,2010,Winter,0,9
3569,TUR,2012,Summer,0,104
3570,TUR,2014,Winter,0,11
3571,TUR,2016,Summer,0,115
3572,TUV,2008,Summer,0,3
3573,TUV,2012,Summer,0,3
3574,TUV,2016,Summer,0,1
3575,UAE,1984,Summer,0,8
3576,UAE,1988,Summer,0,24
3577,UAE,1992,Summer,0,24
3578,UAE,1996,Summer,0,4
3579,UAE,2000,Summer,0,5
3580,UAE,2004,Summer,0,5
3581,UAE,2008,Summer,0,9
3582,UAE,2012,Summer,0,9
3583,UAE,2016,Summer,0,12
3584,UAR,1960,Summer,0,86
3585,UGA,1956,Summer,0,5
3586,UGA,1960,Summer,0,13
3587,UGA,1964,Summer,0,16
3588,UGA,1968,Summer,0,14
3589,UGA,1972,Summer,0,19
3590,UGA,1980,Summer,0,13
3591,UGA,1984,Summer,0,27
3592,UGA,1988,Summer,0,24
3593,UGA,1992,Summer,0,9
3594,UGA,1996,Summer,0,11
3595,UGA,2000,Summer,0,13
3596,UGA,2004,Summer,0,11
3597,UGA,2008,Summer,0,11
3598,UGA,2012,Summer,0,16
3599,UGA,2016,Summer,0,23
3600,UKR,1994,Winter,0,49
3601,UKR,1996,Summer,0,286
3602,UKR,1998,Winter,0,88
3603,UKR,2000,Summer,0,308
3604,UKR,2002,Winter,0,79
3605,UKR,2004,Summer,0,289
3606,UKR,2006,Winter,0,92
3607,UKR,2008,Summer,0,286
3608,UKR,2010,Winter,0,82
3609,UKR,2012,Summer,0,274
3610,UKR,2014,Winter,0,79
3611,UKR,2016,Summer,0,231
3612,UNK,1912,Summer,0,2
3613,URS,1952,Summer,0,358
3614,URS,1956,Summer,0,317
3615,URS,1956,Winter,0,60
3616,URS,1960,Summer,0,326
3617,URS,1960,Winter,0,70
3618,URS,1964,Summer,0,351
3619,URS,1964,Winter,0,86
3620,URS,1968,Summer,0,355
3621,URS,1968,Winter,0,96
3622,URS,1972,Summer,0,380
3623,URS,1972,Winter,0,88
3624,URS,1976,Summer,0,413
3625,URS,1976,Winter,0,92
3626,URS,1980,Summer,1,456
3627,URS,1980,Winter,1,98
3628,URS,1984,Winter,0,102
3629,URS,1988,Summer,0,450
3630,URS,1988,Winter,0,109
3631,URU,1924,Summer,0,20
3632,URU,1928,Summer,0,1
3633,URU,1932,Summer,0,6
3634,URU,1936,Summer,0,26
3635,URU,1948,Summer,0,58
3636,URU,1952,Summer,0,34
3637,URU,1956,Summer,0,23
3638,URU,1960,Summer,0,37
3639,URU,1964,Summer,0,23
3640,URU,1968,Summer,0,41
3641,URU,1972,Summer,0,17
3642,URU,1976,Summer,0,12
3643,URU,1984,Summer,0,23
3644,URU,1988,Summer,0,17
3645,URU,1992,Summer,0,18
3646,URU,1996,Summer,0,15
3647,URU,1998,Winter,0,1
3648,URU,2000,Summer,0,17
3649,URU,2004,Summer,0,18
3650,URU,2008,Summer,0,13
3651,URU,2012,Summer,0,12
3652,URU,2016,Summer,0,17
3653,USA,1896,Summer,0,27
3654,USA,1900,Summer,0,129
3655,USA,1904,Summer,1,853
3656,USA,1906,Summer,0,77
3657,USA,1908,Summer,0,194
3658,USA,1912,Summer,0,304
3659,USA,1920,Summer,0,330
3660,USA,1924,Summer,0,333
3661,USA,1924,Winter,0,33
3662,USA,1928,Summer,0,355
3663,USA,1928,Winter,0,36
3664,USA,1932,Summer,1,1342
3665,USA,1932,Winter,1,94
3666,USA,1936,Summer,0,372
3667,USA,1936,Winter,0,51
3668,USA,1948,Summer,0,321
3669,USA,1948,Winter,0,74
3670,USA,1952,Summer,0,351
3671,USA,1952,Winter,0,69
3672,USA,1956,Summer,0,338
3673,USA,1956,Winter,0,63
3674,USA,1960,Summer,1,330
3675,USA,1960,Winter,1,86
3676,USA,1964,Summer,0,364
3677,USA,1964,Winter,0,95
3678,USA,1968,Summer,0,401
3679,USA,1968,Winter,0,101
3680,USA,1972,Summer,0,435
3681,USA,1972,Winter,0,110
3682,USA,1976,Summer,0,445
3683,USA,1976,Winter,0,112
3684,USA,1980,Winter,1,115
3685,USA,1984,Summer,1,478
3686,USA,1984,Winter,1,115
3687,USA,1988,Summer,0,505
3688,USA,1988,Winter,0,149
3689,USA,1992,Summer,0,530
3690,USA,1992,Winter,0,180
3691,USA,1994,Winter,0,179
3692,USA,1996,Summer,1,555
3693,USA,1998,Winter,0,206
3694,USA,2000,Summer,0,532
3695,USA,2002,Winter,1,232
3696,USA,2004,Summer,0,519
3697,USA,2006,Winter,0,233
3698,USA,2008,Summer,0,515
3699,USA,2010,Winter,0,242
3700,USA,2012,Summer,0,490
3701,USA,2014,Winter,0,264
3702,USA,2016,Summer,0,497
3703,UZB,1994,Winter,0,7
3704,UZB,1996,Summer,0,78
3705,UZB,1998,Winter,0,4
3706,UZB,2000,Summer,0,73
3707,UZB,2002,Winter,0,6
3708,UZB,2004,Summer,0,74
3709,UZB,2006,Winter,0,4
3710,UZB,2008,Summer,0,69
3711,UZB,2010,Winter,0,5
3712,UZB,2012,Summer,0,56
3713,UZB,2014,Winter,0,5
3714,UZB,2016,Summer,0,79
3715,VAN,1988,Summer,0,6
3716,VAN,1992,Summer,0,8
3717,VAN,1996,Summer,0,4
3718,VAN,2000,Summer,0,3
3719,VAN,2004,Summer,0,2
3720,VAN,2008,Summer,0,3
3721,VAN,2012,Summer,0,5
3722,VAN,2016,Summer,0,4
3723,VEN,1932,Summer,0,1
3724,VEN,1948,Summer,0,2
3725,VEN,1952,Summer,0,50
3726,VEN,1956,Summer,0,27
3727,VEN,1960,Summer,0,40
3728,VEN,1964,Summer,0,19
3729,VEN,1968,Summer,0,24
3730,VEN,1972,Summer,0,27
3731,VEN,1976,Summer,0,41
3732,VEN,1980,Summer,0,25
3733,VEN,1984,Summer,0,35
3734,VEN,1988,Summer,0,18
3735,VEN,1992,Summer,0,28
3736,VEN,1996,Summer,0,44
3737,VEN,1998,Winter,0,1
3738,VEN,2000,Summer,0,56
3739,VEN,2002,Winter,0,4
3740,VEN,2004,Summer,0,52
3741,VEN,2006,Winter,0,1
3742,VEN,2008,Summer,0,88
3743,VEN,2012,Summer,0,74
3744,VEN,2014,Winter,0,1
3745,VEN,2016,Summer,0,96
3746,VIE,1980,Summer,0,35
3747,VIE,1988,Summer,0,12
3748,VIE,1992,Summer,0,10
3749,VIE,1996,Summer,0,6
3750,VIE,2000,Summer,0,7
3751,VIE,2004,Summer,0,11
3752,VIE,2008,Summer,0,18
3753,VIE,2012,Summer,0,24
3754,VIE,2016,Summer,0,28
3755,VIN,1988,Summer,0,6
3756,VIN,1992,Summer,0,5
3757,VIN,1996,Summer,0,6
3758,VIN,2000,Summer,0,4
3759,VIN,2004,Summer,0,3
3760,VIN,2008,Summer,0,2
3761,VIN,2012,Summer,0,3
3762,VIN,2016,Summer,0,4
3763,VNM,1952,Summer,0,10
3764,VNM,1956,Summer,0,7
3765,VNM,1960,Summer,0,5
3766,VNM,1964,Summer,0,20
3767,VNM,1968,Summer,0,9
3768,VNM,1972,Summer,0,2
3769,WIF,1960,Summer,0,16
3770,YAR,1984,Summer,0,3
3771,YAR,1988,Summer,0,8
3772,YEM,1992,Summer,0,8
3773,YEM,1996,Summer,0,4
3774,YEM,2000,Summer,0,2
3775,YEM,2004,Summer,0,3
3776,YEM,2008,Summer,0,8
3777,YEM,2012,Summer,0,4
3778,YEM,2016,Summer,0,3
3779,YMD,1988,Summer,0,5
3780,YUG,1920,Summer,0,1
3781,YUG,1924,Summer,0,93
3782,YUG,1924,Winter,0,7
3783,YUG,1928,Summer,0,66
3784,YUG,1928,Winter,0,8
3785,YUG,1932,Summer,0,1
3786,YUG,1936,Summer,0,133
3787,YUG,1936,Winter,0,21
3788,YUG,1948,Summer,0,110
3789,YUG,1948,Winter,0,27
3790,YUG,1952,Summer,0,151
3791,YUG,1952,Winter,0,9
3792,YUG,1956,Summer,0,17
3793,YUG,1956,Winter,0,31
3794,YUG,1960,Summer,0,140
3795,YUG,1964,Summer,0,90
3796,YUG,1964,Winter,0,35
3797,YUG,1968,Summer,0,107
3798,YUG,1968,Winter,0,29
3799,YUG,1972,Summer,0,162
3800,YUG,1972,Winter,0,12
3801,YUG,1976,Summer,0,72
3802,YUG,1976,Winter,0,24
3803,YUG,1980,Summer,0,105
3804,YUG,1980,Winter,0,27
3805,YUG,1984,Summer,1,92
3806,YUG,1984,Winter,1,77
3807,YUG,1988,Summer,0,113
3808,YUG,1988,Winter,0,45
3809,YUG,1992,Winter,0,51
3810,ZAM,1964,Summer,0,15
3811,ZAM,1968,Summer,0,7
3812,ZAM,1972,Summer,0,12
3813,ZAM,1980,Summer,0,27
3814,ZAM,1984,Summer,0,18
3815,ZAM,1988,Summer,0,13
3816,ZAM,1992,Summer,0,11
3817,ZAM,1996,Summer,0,8
3818,ZAM,2000,Summer,0,8
3819,ZAM,2004,Summer,0,6
3820,ZAM,2008,Summer,0,8
3821,ZAM,2012,Summer,0,7
3822,ZAM,2016,Summer,0,7
3823,ZIM,1928,Summer,0,2
3824,ZIM,1960,Summer,0,7
3825,ZIM,1964,Summer,0,18
3826,ZIM,1980,Summer,0,37
3827,ZIM,1984,Summer,0,20
3828,ZIM,1988,Summer,0,44
3829,ZIM,1992,Summer,0,27
3830,ZIM,1996,Summer,0,17
3831,ZIM,2000,Summer,0,22
3832,ZIM,2004,Summer,0,13
3833,ZIM,2008,Summer,0,16
3834,ZIM,2012,Summer,0,9
3835,ZIM,2014,Winter,0,2
3836,ZIM,2016,Summer,0,15
