,NOC,Year,Season,Host,athlete_count_x,Population,GDP per capita,Gold,Silver,Bronze,country_medal_total,athlete_count_y,olympic_total,medal_share,athlete_share
1837,BAR,1984,Summer,0,19,255493.0,11772.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0030600740860041876
1838,BEL,1984,Summer,0,75,9855372.0,23644.0,1.0,1.0,2.0,4.0,6209,610.0,0.006557377049180328,0.012079239813174424
1839,BEN,1984,Summer,0,3,4156819.0,1809.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.00048316959252697695
1840,BOL,1984,Summer,0,13,6054126.0,3561.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0020937349009502336
1841,BOT,1984,Summer,0,8,1031439.0,3124.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0012884522467386053
1842,BRA,1984,Summer,0,118,132383569.0,7438.0,1.0,5.0,2.0,8.0,6209,610.0,0.013114754098360656,0.019004670639394428
1843,BRN,1984,Summer,0,12,407233.0,7264.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0019326783701079078
1844,BRN,1984,Summer,0,12,218176.0,7264.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0019326783701079078
1845,CAF,1984,Summer,0,3,2478382.0,1146.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.00048316959252697695
1846,CAN,1984,Summer,0,405,25607053.0,26836.0,10.0,18.0,16.0,44.0,6209,610.0,0.07213114754098361,0.06522789499114189
1847,CHA,1984,Summer,0,3,4957561.0,601.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.00048316959252697695
1848,CHI,1984,Summer,0,43,132445.0,7992.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.006925430826220004
1849,CHI,1984,Summer,0,43,12078137.0,7992.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.006925430826220004
1850,CHN,1984,Summer,0,232,1036825000.0,2444.0,15.0,8.0,9.0,32.0,6209,610.0,0.05245901639344262,0.03736511515541955
1851,CIV,1984,Summer,0,14,9530103.0,2703.0,0.0,1.0,0.0,1.0,6209,610.0,0.001639344262295082,0.002254791431792559
1852,CMR,1984,Summer,0,36,9757849.0,2450.0,0.0,0.0,1.0,1.0,6209,610.0,0.001639344262295082,0.005798035110323723
1853,COD,1984,Summer,0,9,29119663.0,932.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0014495087775809308
1854,COL,1984,Summer,0,48,29331230.0,6741.0,0.0,1.0,0.0,1.0,6209,610.0,0.001639344262295082,0.007730713480431631
1855,CRC,1984,Summer,0,16,2664220.0,7065.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0025769044934772106
1856,CYP,1984,Summer,0,12,697715.0,11330.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0019326783701079078
1857,DEN,1984,Summer,0,49,5111619.0,26581.0,0.0,3.0,3.0,6.0,6209,610.0,0.009836065573770493,0.007891770011273957
1858,DJI,1984,Summer,0,3,406018.0,2944.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.00048316959252697695
1859,DOM,1984,Summer,0,24,6331760.0,3830.0,0.0,0.0,1.0,1.0,6209,610.0,0.001639344262295082,0.0038653567402158156
1860,ECU,1984,Summer,0,15,8843463.0,6336.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.002415847962634885
1861,EGY,1984,Summer,0,106,47968643.0,3810.0,0.0,1.0,0.0,1.0,6209,610.0,0.001639344262295082,0.01707199226928652
1862,ESA,1984,Summer,0,15,4871041.0,3357.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.002415847962634885
1863,ESP,1984,Summer,0,189,38330364.0,14308.0,1.0,2.0,2.0,5.0,6209,610.0,0.00819672131147541,0.030439684329199548
1864,FIN,1984,Summer,0,97,4881803.0,22486.0,4.0,2.0,6.0,12.0,6209,610.0,0.019672131147540985,0.015622483491705589
1865,FRA,1984,Summer,0,270,56337675.0,24519.0,5.0,7.0,16.0,28.0,6209,610.0,0.04590163934426229,0.04348526332742793
1866,GAB,1984,Summer,0,4,805117.0,8612.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0006442261233693026
1867,GAM,1984,Summer,0,10,725688.0,1462.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0016105653084232566
1868,GBR,1984,Summer,0,399,56422072.0,21869.0,5.0,11.0,21.0,37.0,6209,610.0,0.060655737704918035,0.06426155580608793
1869,GEQ,1984,Summer,0,5,331554.0,2437.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0008052826542116283
1870,GHA,1984,Summer,0,18,12405659.0,1530.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0028990175551618616
1871,GRE,1984,Summer,0,60,9895801.0,14453.0,0.0,1.0,1.0,2.0,6209,610.0,0.003278688524590164,0.00966339185053954
1872,GUA,1984,Summer,0,47,7669863.0,5469.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.007569656949589306
1873,GUI,1984,Summer,0,1,5326369.0,824.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.00016105653084232566
1874,HAI,1984,Summer,0,3,6194686.0,1803.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.00048316959252697695
1875,HKG,1984,Summer,0,67,5397900.0,21042.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.01079078756643582
1876,HON,1984,Summer,0,20,4154864.0,2968.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.003221130616846513
1877,INA,1984,Summer,0,20,161523353.0,3134.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.003221130616846513
1878,IND,1984,Summer,0,34,766833411.0,1690.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.005475922048639072
1879,IRL,1984,Summer,0,49,3532423.0,14435.0,0.0,1.0,0.0,1.0,6209,610.0,0.001639344262295082,0.007891770011273957
1880,IRQ,1984,Summer,0,11,15190396.0,6593.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0017716218392655823
1881,ISL,1984,Summer,0,20,239511.0,25357.0,0.0,0.0,1.0,1.0,6209,610.0,0.001639344262295082,0.003221130616846513
1882,ISR,1984,Summer,0,63,4159000.0,18305.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.010146561443066516
1883,ITA,1984,Summer,0,261,56576718.0,21868.0,14.0,6.0,12.0,32.0,6209,610.0,0.05245901639344262,0.042035754549846996
1884,JAM,1984,Summer,0,53,2306367.0,5059.0,0.0,1.0,2.0,3.0,6209,610.0,0.004918032786885246,0.00853599613464326
1885,JOR,1984,Summer,0,15,2784457.0,7599.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.002415847962634885
1886,JPN,1984,Summer,0,263,120083000.0,23548.0,10.0,8.0,14.0,32.0,6209,610.0,0.05245901639344262,0.042357867611531645
1887,KEN,1984,Summer,0,48,19146403.0,1594.0,1.0,0.0,2.0,3.0,6209,610.0,0.004918032786885246,0.007730713480431631
1888,KOR,1984,Summer,0,175,40405956.0,8303.52,6.0,6.0,7.0,19.0,6209,610.0,0.03114754098360656,0.02818489289740699
1889,KSA,1984,Summer,0,22,12418836.0,16343.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0035432436785311646
1890,LBR,1984,Summer,0,7,2111667.0,3443.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0011273957158962795
1891,LES,1984,Summer,0,5,1489685.0,1589.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0008052826542116283
1892,LUX,1984,Summer,0,5,365998.0,27303.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0008052826542116283
1893,MAD,1984,Summer,0,5,9780869.0,1305.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0008052826542116283
1894,MAR,1984,Summer,0,21,22002641.0,3657.0,2.0,0.0,0.0,2.0,6209,610.0,0.003278688524590164,0.0033821871476888386
1895,MAS,1984,Summer,0,12,15192300.0,6867.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0019326783701079078
1896,MAW,1984,Summer,0,20,6964613.0,925.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.003221130616846513
1897,MEX,1984,Summer,0,125,74352631.0,9777.0,2.0,3.0,1.0,6.0,6209,610.0,0.009836065573770493,0.020132066355290707
1898,MLI,1984,Summer,0,5,7694857.0,1084.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0008052826542116283
1899,MLT,1984,Summer,0,7,330593.0,9797.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0011273957158962795
1900,MOZ,1984,Summer,0,11,12636120.0,1629.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0017716218392655823
1901,MRI,1984,Summer,0,7,1012221.0,7798.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0011273957158962795
1902,MTN,1984,Summer,0,2,1730737.0,1486.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0003221130616846513
1903,MYA,1984,Summer,0,1,37241530.0,1492.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.00016105653084232566
1904,NCA,1984,Summer,0,5,3642978.0,3308.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0008052826542116283
1905,NED,1984,Summer,0,113,14424211.0,23750.0,5.0,2.0,6.0,13.0,6209,610.0,0.021311475409836064,0.0181993879851828
1906,NEP,1984,Summer,0,10,16477488.0,1152.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0016105653084232566
1907,NGR,1984,Summer,0,29,81448757.0,1527.0,0.0,1.0,1.0,2.0,6209,610.0,0.003278688524590164,0.004670639394427444
1908,NIG,1984,Summer,0,4,6719310.0,956.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0006442261233693026
1909,NOR,1984,Summer,0,102,4140099.0,26321.0,0.0,1.0,2.0,3.0,6209,610.0,0.004918032786885246,0.016427766145917216
1910,NZL,1984,Summer,0,109,3227100.0,21783.0,8.0,1.0,2.0,11.0,6209,610.0,0.018032786885245903,0.017555161861813495
1911,OMA,1984,Summer,0,19,1431066.0,9526.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0030600740860041876
1912,PAK,1984,Summer,0,17,89213708.0,2106.0,1.0,0.0,0.0,1.0,6209,610.0,0.001639344262295082,0.002737961024319536
1913,PAN,1984,Summer,0,10,2170330.0,7192.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0016105653084232566
1914,PAR,1984,Summer,0,18,3571275.0,4945.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0028990175551618616
1915,PER,1984,Summer,0,34,19319746.0,5859.0,0.0,1.0,0.0,1.0,6209,610.0,0.001639344262295082,0.005475922048639072
1916,PHI,1984,Summer,0,32,52827047.0,3469.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.005153808986954421
1917,POR,1984,Summer,0,45,9996232.0,12894.0,1.0,0.0,2.0,3.0,6209,610.0,0.004918032786885246,0.007247543887904655
1918,PUR,1984,Summer,0,52,3344190.0,13201.0,0.0,1.0,1.0,2.0,6209,610.0,0.003278688524590164,0.008374939603800934
1919,QAT,1984,Summer,0,10,341272.0,20354.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0016105653084232566
1920,ROU,1984,Summer,0,151,22640547.0,6295.0,20.0,16.0,17.0,53.0,6209,610.0,0.08688524590163935,0.024319536157191173
1921,RWA,1984,Summer,0,6,5902847.0,1597.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0009663391850539539
1922,SEN,1984,Summer,0,22,6277420.0,1989.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0035432436785311646
1923,SEY,1984,Summer,0,15,64717.0,6030.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.002415847962634885
1924,SGP,1984,Summer,0,8,2732221.0,16767.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0012884522467386053
1925,SLE,1984,Summer,0,7,3707513.0,1608.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0011273957158962795
1926,SRI,1984,Summer,0,5,15948501.0,3387.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0008052826542116283
1927,SUD,1984,Summer,0,9,16657956.0,1404.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0014495087775809308
1928,SUI,1984,Summer,0,184,6441865.0,28315.08,0.0,4.0,4.0,8.0,6209,610.0,0.013114754098360656,0.02963440167498792
1929,SWE,1984,Summer,0,188,8336605.0,25357.0,2.0,11.0,6.0,19.0,6209,610.0,0.03114754098360656,0.030278627798357223
1930,SWZ,1984,Summer,0,11,675240.0,2858.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0017716218392655823
1931,SYR,1984,Summer,0,9,10293048.0,9792.0,0.0,1.0,0.0,1.0,6209,610.0,0.001639344262295082,0.0014495087775809308
1932,TAN,1984,Summer,0,21,20981775.0,870.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0033821871476888386
1933,THA,1984,Summer,0,34,51094870.0,4720.0,0.0,1.0,0.0,1.0,6209,610.0,0.001639344262295082,0.005475922048639072
1934,TOG,1984,Summer,0,6,3140840.0,1239.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0009663391850539539
1935,TTO,1984,Summer,0,17,1155083.0,17680.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.002737961024319536
1936,TUN,1984,Summer,0,17,7135265.0,4890.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.002737961024319536
1937,TUR,1984,Summer,0,56,48114158.0,6736.0,0.0,0.0,3.0,3.0,6209,610.0,0.004918032786885246,0.009019165727170236
1938,UAE,1984,Summer,0,8,1293970.0,32135.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.0012884522467386053
1939,UGA,1984,Summer,0,27,14082870.0,897.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.004348526332742793
1940,USA,1984,Summer,1,478,235825000.0,32076.0,83.0,61.0,30.0,174.0,6209,610.0,0.28524590163934427,0.07698502174263167
1941,VEN,1984,Summer,0,35,16876703.0,13597.0,0.0,0.0,3.0,3.0,6209,610.0,0.004918032786885246,0.005636978579481398
1942,ZAM,1984,Summer,0,18,6701547.0,1269.0,0.0,0.0,1.0,1.0,6209,610.0,0.001639344262295082,0.0028990175551618616
1943,ZIM,1984,Summer,0,20,8562259.0,2067.0,0.0,0.0,0.0,0.0,6209,610.0,0.0,0.003221130616846513
1944,ALG,1992,Winter,0,8,27028330.0,4850.22,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0034527406128614588
1945,ARG,1992,Winter,0,46,33529320.0,12267.08,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.01985325852395339
1946,AUS,1992,Winter,0,37,17495000.0,27560.18,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.015968925334484248
1947,AUT,1992,Winter,0,99,7840709.0,28072.44,6.0,7.0,8.0,21.0,2317,145.0,0.14482758620689656,0.04272766508416055
1948,BEL,1992,Winter,0,4,10045158.0,28199.57,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0017263703064307294
1949,BOL,1992,Winter,0,8,7160917.0,3592.14,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0034527406128614588
1950,BRA,1992,Winter,0,16,154259382.0,7812.79,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0069054812257229176
1951,BUL,1992,Winter,0,57,8540164.0,7846.12,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.024600776866637895
1952,CAN,1992,Winter,0,132,28371264.0,29141.19,2.0,3.0,2.0,7.0,2317,145.0,0.04827586206896552,0.05697022011221407
1953,CHI,1992,Winter,0,12,142006.0,11773.3,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.005179110919292188
1954,CHI,1992,Winter,0,12,13719818.0,11773.3,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.005179110919292188
1955,CHN,1992,Winter,0,66,1164970000.0,3227.74,0.0,3.0,0.0,3.0,2317,145.0,0.020689655172413793,0.028485110056107037
1956,CRC,1992,Winter,0,6,3286525.0,8038.77,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.002589555459646094
1957,CRO,1992,Winter,0,8,4575818.0,9331.89,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0034527406128614588
1958,CYP,1992,Winter,0,11,800610.0,16570.4,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.004747518342684506
1959,DEN,1992,Winter,0,13,5171370.0,30573.57,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0056107034958998705
1960,ESP,1992,Winter,0,42,39157685.0,20329.17,0.0,0.0,1.0,1.0,2317,145.0,0.006896551724137931,0.01812688821752266
1961,EST,1992,Winter,0,41,1533091.0,13214.39,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.017695295640914977
1962,FIN,1992,Winter,0,77,5041992.0,24219.76,3.0,1.0,3.0,7.0,2317,145.0,0.04827586206896552,0.03323262839879154
1963,FRA,1992,Winter,1,130,58851216.0,28619.8,3.0,5.0,1.0,9.0,2317,145.0,0.06206896551724138,0.05610703495899871
1964,GBR,1992,Winter,0,74,57580402.0,25790.18,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.031937850668968495
1965,GER,1992,Winter,0,142,80624598.0,27385.06,10.0,10.0,6.0,26.0,2317,145.0,0.1793103448275862,0.06128614587829089
1966,GRE,1992,Winter,0,23,10399061.0,16545.96,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.009926629261976695
1967,HON,1992,Winter,0,3,5244677.0,3094.55,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.001294777729823047
1968,HUN,1992,Winter,0,57,10369341.0,9153.92,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.024600776866637895
1969,IND,1992,Winter,0,4,909307018.0,2115.26,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0017263703064307294
1970,IRL,1992,Winter,0,1,3558430.0,20032.72,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.00043159257660768235
1971,ISL,1992,Winter,0,15,261057.0,26859.28,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.006473888649115235
1972,ITA,1992,Winter,0,127,56797087.0,26960.61,4.0,6.0,4.0,14.0,2317,145.0,0.09655172413793103,0.05481225722917566
1973,JAM,1992,Winter,0,2,2461047.0,6292.03,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0008631851532153647
1974,JPN,1992,Winter,0,115,124425000.0,30977.81,1.0,2.0,4.0,7.0,2317,145.0,0.04827586206896552,0.04963314630988347
1975,KOR,1992,Winter,0,48,43747962.0,15712.0,2.0,1.0,1.0,4.0,2317,145.0,0.027586206896551724,0.020716443677168753
1976,LAT,1992,Winter,0,24,2614338.0,9411.2,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.010358221838584376
1977,LTU,1992,Winter,0,13,3700114.0,10240.94,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0056107034958998705
1978,LUX,1992,Winter,0,5,392175.0,39231.59,0.0,2.0,0.0,2.0,2317,145.0,0.013793103448275862,0.0021579628830384117
1979,MAR,1992,Winter,0,23,25711410.0,4194.45,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.009926629261976695
1980,MEX,1992,Winter,0,28,87075136.0,10262.21,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.012084592145015106
1981,MGL,1992,Winter,0,11,2243495.0,1841.01,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.004747518342684506
1982,NED,1992,Winter,0,37,15184166.0,28555.73,1.0,1.0,2.0,4.0,2317,145.0,0.027586206896551724,0.015968925334484248
1983,NOR,1992,Winter,0,117,4286401.0,33041.21,9.0,6.0,5.0,20.0,2317,145.0,0.13793103448275862,0.050496331463098836
1984,NZL,1992,Winter,0,7,3531700.0,21093.06,0.0,1.0,0.0,1.0,2317,145.0,0.006896551724137931,0.0030211480362537764
1985,PHI,1992,Winter,0,2,65020124.0,3399.24,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0008631851532153647
1986,POL,1992,Winter,0,67,38363667.0,7873.92,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.028916702632714716
1987,PRK,1992,Winter,0,36,20937407.0,2120.55,0.0,0.0,1.0,1.0,2317,145.0,0.006896551724137931,0.015537332757876565
1988,PUR,1992,Winter,0,3,3585176.0,18290.73,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.001294777729823047
1989,ROU,1992,Winter,0,53,22794284.0,4818.3,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.022874406560207165
1990,SEN,1992,Winter,0,10,7990090.0,1942.93,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0043159257660768235
1991,SLO,1992,Winter,0,55,1996498.0,15462.71,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.023737591713422528
1992,SUI,1992,Winter,0,90,6875364.0,34356.8,1.0,0.0,2.0,3.0,2317,145.0,0.020689655172413793,0.03884333189469141
1993,SWE,1992,Winter,0,100,8668067.0,27198.53,1.0,0.0,3.0,4.0,2317,145.0,0.027586206896551724,0.04315925766076824
1994,SWZ,1992,Winter,0,3,866995.0,3901.4,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.001294777729823047
1995,TUR,1992,Winter,0,17,55748946.0,9150.43,0.0,0.0,0.0,0.0,2317,145.0,0.0,0.0073370738023306
1996,USA,1992,Winter,0,180,256514000.0,37240.3,5.0,4.0,2.0,11.0,2317,145.0,0.07586206896551724,0.07768666378938283
1997,ARG,1960,Winter,0,14,20481781.0,8861.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.01643192488262911
1998,AUS,1960,Winter,0,22,10276477.0,14013.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.025821596244131457
1999,AUT,1960,Winter,0,42,7047539.0,10391.0,1.0,2.0,3.0,6.0,852,51.0,0.11764705882352941,0.04929577464788732
2000,BUL,1960,Winter,0,15,7867374.0,4642.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.017605633802816902
2001,CAN,1960,Winter,0,59,17909009.0,13952.0,2.0,1.0,1.0,4.0,852,51.0,0.0784313725490196,0.06924882629107981
2002,CHI,1960,Winter,0,12,109419.0,6781.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.014084507042253521
2003,CHI,1960,Winter,0,12,8132988.0,6781.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.014084507042253521
2004,DEN,1960,Winter,0,3,4579603.0,14046.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.0035211267605633804
2005,ESP,1960,Winter,0,12,30455000.0,5037.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.014084507042253521
2006,FIN,1960,Winter,0,53,4429634.0,9931.0,2.0,3.0,3.0,8.0,852,51.0,0.1568627450980392,0.062206572769953054
2007,FRA,1960,Winter,0,52,46621688.0,11792.0,1.0,0.0,2.0,3.0,852,51.0,0.058823529411764705,0.06103286384976526
2008,GBR,1960,Winter,0,39,52400000.0,13780.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.045774647887323945
2009,GER,1960,Winter,0,90,72814900.0,12282.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.1056338028169014
2010,HUN,1960,Winter,0,4,9983967.0,5816.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.004694835680751174
2011,ISL,1960,Winter,0,10,175574.0,10959.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.011737089201877934
2012,ITA,1960,Winter,0,55,50199700.0,9430.0,0.0,0.0,1.0,1.0,852,51.0,0.0196078431372549,0.06455399061032864
2013,JPN,1960,Winter,0,54,93216000.0,6354.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.06338028169014084
2014,KOR,1960,Winter,0,20,25012374.0,1547.69,0.0,0.0,0.0,0.0,852,51.0,0.0,0.023474178403755867
2015,NED,1960,Winter,0,13,11486631.0,13209.0,0.0,1.0,1.0,2.0,852,51.0,0.0392156862745098,0.015258215962441314
2016,NOR,1960,Winter,0,52,3581239.0,11483.0,3.0,3.0,0.0,6.0,852,51.0,0.11764705882352941,0.06103286384976526
2017,NZL,1960,Winter,0,12,2371800.0,15087.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.014084507042253521
2018,POL,1960,Winter,0,23,29637450.0,5125.0,0.0,1.0,1.0,2.0,852,51.0,0.0392156862745098,0.02699530516431925
2019,RSA,1960,Winter,0,4,17099836.0,4847.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.004694835680751174
2020,SUI,1960,Winter,0,37,5327827.0,16358.36,2.0,0.0,0.0,2.0,852,51.0,0.0392156862745098,0.04342723004694836
2021,SWE,1960,Winter,0,51,7484656.0,13849.0,3.0,2.0,2.0,7.0,852,51.0,0.13725490196078433,0.05985915492957746
2022,TUR,1960,Winter,0,6,27472339.0,3041.0,0.0,0.0,0.0,0.0,852,51.0,0.0,0.007042253521126761
2023,USA,1960,Winter,1,86,180671000.0,18057.0,3.0,4.0,3.0,10.0,852,51.0,0.19607843137254902,0.10093896713615023
2024,ARG,1964,Winter,0,15,21824427.0,9446.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.013250883392226149
2025,AUS,1964,Winter,0,14,11167000.0,15699.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.012367491166077738
2026,AUT,1964,Winter,1,84,7223801.0,12062.0,4.0,5.0,3.0,12.0,1132,68.0,0.17647058823529413,0.07420494699646643
2027,BEL,1964,Winter,0,6,9378113.0,13295.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.00530035335689046
2028,BUL,1964,Winter,0,17,8144340.0,5829.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.015017667844522967
2029,CAN,1964,Winter,0,67,19325000.0,15938.0,1.0,1.0,1.0,3.0,1132,68.0,0.04411764705882353,0.05918727915194346
2030,CHI,1964,Winter,0,11,113777.0,7320.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.009717314487632508
2031,CHI,1964,Winter,0,11,8821855.0,7320.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.009717314487632508
2032,DEN,1964,Winter,0,5,4722072.0,16832.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.00441696113074205
2033,ESP,1964,Winter,0,12,31609195.0,6945.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.01060070671378092
2034,FIN,1964,Winter,0,67,4548543.0,11647.0,3.0,4.0,3.0,10.0,1132,68.0,0.14705882352941177,0.05918727915194346
2035,FRA,1964,Winter,0,47,49230585.0,14057.0,3.0,4.0,0.0,7.0,1132,68.0,0.10294117647058823,0.04151943462897526
2036,GBR,1964,Winter,0,52,54000000.0,15251.0,1.0,0.0,0.0,1.0,1132,68.0,0.014705882352941176,0.045936395759717315
2037,GER,1964,Winter,0,110,75318337.0,14062.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.09717314487632508
2038,GRE,1964,Winter,0,7,8510429.0,6601.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.006183745583038869
2039,HUN,1964,Winter,0,24,10119835.0,6994.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.02120141342756184
2040,IND,1964,Winter,0,1,488848139.0,1309.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.0008833922261484099
2041,ISL,1964,Winter,0,10,188983.0,13386.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.0088339222614841
2042,ITA,1964,Winter,0,61,51675350.0,11934.0,0.0,1.0,3.0,4.0,1132,68.0,0.058823529411764705,0.053886925795053005
2043,JPN,1964,Winter,0,66,96903000.0,9035.0,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.05830388692579505
2044,KOR,1964,Winter,0,16,27984155.0,1834.98,0.0,0.0,0.0,0.0,1132,68.0,0.0,0.014134275618374558
